Date,User,ABSA_Tweets
2022-12-13 17:07:34+00:00,togetherlillie1,"@AbsaSouthAfrica I would buy Netflix for the month and just create movie night every second night, just me kids and my love. #ICanWithAbsa

🫠"
2022-12-13 17:07:16+00:00,togetherlillie1,"@AbsaSouthAfrica I would buy Netflix for the month and just create movie night every second night, just me kids and my love. #ICanWithAbsa

💝😃"
2022-12-13 17:04:27+00:00,puppycool5,"@AbsaSouthAfrica I would open my first absa bank account then deposit the winnings into my account and then use it at the tills like a boss lol #ICanWithAbsa

💗💙🫠😁💘"
2022-12-13 17:04:24+00:00,puppycool5,"@AbsaSouthAfrica I would open my first absa bank account then deposit the winnings into my account and then use it at the tills like a boss lol #ICanWithAbsa

💋😃💓🤞"
2022-12-13 17:04:20+00:00,puppycool5,"@AbsaSouthAfrica I would open my first absa bank account then deposit the winnings into my account and then use it at the tills like a boss lol #ICanWithAbsa

💯💚💯☺️😍"
2022-12-13 17:04:17+00:00,puppycool5,"@AbsaSouthAfrica I would open my first absa bank account then deposit the winnings into my account and then use it at the tills like a boss lol #ICanWithAbsa

💙💝💘🫠🥰"
2022-12-13 17:04:11+00:00,puppycool5,"@AbsaSouthAfrica I would open my first absa bank account then deposit the winnings into my account and then use it at the tills like a boss lol #ICanWithAbsa

🤞💖🤞🫡"
2022-12-13 17:04:07+00:00,puppycool5,"@AbsaSouthAfrica I would open my first absa bank account then deposit the winnings into my account and then use it at the tills like a boss lol #ICanWithAbsa

😍💗😍😇💟"
2022-12-13 17:04:03+00:00,puppycool5,"@AbsaSouthAfrica I would open my first absa bank account then deposit the winnings into my account and then use it at the tills like a boss lol #ICanWithAbsa

❤️🥰💘💌💚"
2022-12-13 17:04:00+00:00,puppycool5,"@AbsaSouthAfrica I would open my first absa bank account then deposit the winnings into my account and then use it at the tills like a boss lol #ICanWithAbsa

💯😁💯🖤🫡💋"
2022-12-13 17:03:56+00:00,puppycool5,"@AbsaSouthAfrica I would open my first absa bank account then deposit the winnings into my account and then use it at the tills like a boss lol #ICanWithAbsa

🤞💘💓💙💟😃💟"
2022-12-13 17:03:54+00:00,AmeliaW17265350,"@AbsaSouthAfrica I would go visit my sister in Joburg, that I haven't seen since lockdown started.
#ICanWithAbsa 😁"
2022-12-13 17:03:52+00:00,puppycool5,"@AbsaSouthAfrica I would open my first absa bank account then deposit the winnings into my account and then use it at the tills like a boss lol #ICanWithAbsa

☺️😍💋🫡💝🥰☺️"
2022-12-13 17:03:47+00:00,AmeliaW17265350,"@AbsaSouthAfrica I would go visit my sister in Joburg, that I haven't seen since lockdown started.
#ICanWithAbsa 😃"
2022-12-13 17:03:41+00:00,AmeliaW17265350,"@AbsaSouthAfrica I would go visit my sister in Joburg, that I haven't seen since lockdown started.
#ICanWithAbsa 😀"
2022-12-13 17:03:35+00:00,AmeliaW17265350,"@AbsaSouthAfrica I would go visit my sister in Joburg, that I haven't seen since lockdown started.
#ICanWithAbsa"
2022-12-13 17:02:55+00:00,kittybooks5,"@AbsaSouthAfrica Go shopping and just have an amazing time at the pools #ICanWithAbsa

😃"
2022-12-13 17:02:02+00:00,Emile16199830,"@AbsaSouthAfrica Taking my family a for a scenic drive and a picnic filled with all our favorite foods.
#ICanWithAbsa 🔵"
2022-12-13 17:00:08+00:00,beachpuppy15,"@AbsaSouthAfrica A memorable braai with all kinds of meat #ICanWithAbsa

💙😁😇"
2022-12-13 17:00:05+00:00,beachpuppy15,"@AbsaSouthAfrica A memorable braai with all kinds of meat #ICanWithAbsa

🥰🤩"
2022-12-13 17:00:01+00:00,beachpuppy15,"@AbsaSouthAfrica A memorable braai with all kinds of meat #ICanWithAbsa

💋🧡💛"
2022-12-13 16:59:58+00:00,beachpuppy15,"@AbsaSouthAfrica A memorable braai with all kinds of meat #ICanWithAbsa

😃🫠💕"
2022-12-13 16:59:55+00:00,beachpuppy15,"@AbsaSouthAfrica A memorable braai with all kinds of meat #ICanWithAbsa

🖤😇💓"
2022-12-13 16:59:52+00:00,beachpuppy15,"@AbsaSouthAfrica A memorable braai with all kinds of meat #ICanWithAbsa

💘💖🤩"
2022-12-13 16:59:49+00:00,beachpuppy15,"@AbsaSouthAfrica A memorable braai with all kinds of meat #ICanWithAbsa

😁☺️💛"
2022-12-13 16:59:46+00:00,beachpuppy15,"@AbsaSouthAfrica A memorable braai with all kinds of meat #ICanWithAbsa

🧡💗💕"
2022-12-13 16:59:37+00:00,beachpuppy15,"@AbsaSouthAfrica A memorable braai with all kinds of meat #ICanWithAbsa

💌💓"
2022-12-13 16:59:34+00:00,Emile16199830,"@AbsaSouthAfrica Taking my family a for a scenic drive and a picnic filled with all our favorite foods.
#ICanWithAbsa 🟣"
2022-12-13 16:59:34+00:00,beachpuppy15,"@AbsaSouthAfrica A memorable braai with all kinds of meat #ICanWithAbsa

💙🤩🫠"
2022-12-13 16:58:51+00:00,Emile16199830,"@AbsaSouthAfrica Taking my family a for a scenic drive and a picnic filled with all our favorite foods.
#ICanWithAbsa 🟤"
2022-12-13 16:58:26+00:00,Emile16199830,"@AbsaSouthAfrica Taking my family a for a scenic drive and a picnic filled with all our favorite foods.
#ICanWithAbsa ⚪️"
2022-12-13 16:58:17+00:00,G668822,@AbsaSouthAfrica #WeDoMoreOnWednesdays I would buy a camera to capture all the amazing moments with my family.
2022-12-13 16:58:09+00:00,Emile16199830,"@AbsaSouthAfrica Taking my family a for a scenic drive and a picnic filled with all our favorite foods.
#ICanWithAbsa ⚫️"
2022-12-13 16:57:34+00:00,Emile16199830,"@AbsaSouthAfrica Taking my family a for a scenic drive and a picnic filled with all our favorite foods.
#ICanWithAbsa"
2022-12-13 16:56:44+00:00,MalaMoodley4,"@AbsaSouthAfrica I wil really love to win this voucher im  unemployed and i can use the voucher to by groceries for Christmas were i can provide a meal for my family will be forever blessed to get this from u guys thankyou and keep on doing good for the people🙏🙏🙏🙏🙏🙏
#ICanWithAbsa"
2022-12-13 16:51:50+00:00,lenyebi,"@AbsaSouthAfrica I will be buying Grocery for December 
#WeDoMoreWednesdays"
2022-12-13 16:51:12+00:00,lenyebi,"@AbsaSouthAfrica I will be buying grocery for December 
#WeDoMoreWednesday"
2022-12-13 16:50:45+00:00,simon_fashion,"@AbsaSouthAfrica Have a nice day out with my baby and take photos and spoil her rotten #ICanWithAbsa

😁💌😁"
2022-12-13 16:50:42+00:00,simon_fashion,"@AbsaSouthAfrica Have a nice day out with my baby and take photos and spoil her rotten #ICanWithAbsa

💝💋🫠"
2022-12-13 16:50:39+00:00,simon_fashion,"@AbsaSouthAfrica Have a nice day out with my baby and take photos and spoil her rotten #ICanWithAbsa

💙💕💟"
2022-12-13 16:50:36+00:00,simon_fashion,"@AbsaSouthAfrica Have a nice day out with my baby and take photos and spoil her rotten #ICanWithAbsa

🥰😃"
2022-12-13 16:50:33+00:00,simon_fashion,"@AbsaSouthAfrica Have a nice day out with my baby and take photos and spoil her rotten #ICanWithAbsa

💗😁💓"
2022-12-13 16:50:30+00:00,simon_fashion,"@AbsaSouthAfrica Have a nice day out with my baby and take photos and spoil her rotten #ICanWithAbsa

💘🫠💯"
2022-12-13 16:50:27+00:00,simon_fashion,"@AbsaSouthAfrica Have a nice day out with my baby and take photos and spoil her rotten #ICanWithAbsa

💟💯🖤"
2022-12-13 16:50:24+00:00,simon_fashion,"@AbsaSouthAfrica Have a nice day out with my baby and take photos and spoil her rotten #ICanWithAbsa

💋😃💌"
2022-12-13 16:50:21+00:00,simon_fashion,"@AbsaSouthAfrica Have a nice day out with my baby and take photos and spoil her rotten #ICanWithAbsa

😉💓💚"
2022-12-13 16:49:58+00:00,simon_fashion,"@AbsaSouthAfrica Have a nice day out with my baby and take photos and spoil her rotten #ICanWithAbsa

😍😉🫠"
2022-12-13 16:48:03+00:00,maritsapozyn,@AbsaSouthAfrica Giving my family a lovely meal #ICanWithAbsa
2022-12-13 16:47:23+00:00,TraceyW09,"@AbsaSouthAfrica I will buy groceries ,Christmas Gifts for my family and make sandwiches to feed the less fortunate on the streets.
#ICanWithAbsa 
#WeDoMoreWednesdays"
2022-12-13 16:45:25+00:00,ozolovesnengi,@beemayaba @AbsaSouthAfrica Sorry about yo loss
2022-12-13 16:45:03+00:00,ozolovesnengi,@beemayaba @AbsaSouthAfrica Let talk via dm
2022-12-13 16:44:49+00:00,PortiaThipe,"@AbsaSouthAfrica Getting stationery squared beats memorable December 😂
#ICanWithAbsa"
2022-12-13 16:39:47+00:00,swelenmngoma,"@AbsaSouthAfrica I am saving mine for January expenses shame
#WeDoMoreWednesdays #ICanWithAbsa"
2022-12-13 16:38:01+00:00,HotLuvZ1,"@AbsaSouthAfrica Would love to see town and the mountain scenery in cape Town. #ICanWithAbsa

🫡"
2022-12-13 16:37:35+00:00,HotLuvZ1,"@AbsaSouthAfrica Would love to see town and the mountain scenery in cape Town. #ICanWithAbsa
❤️"
2022-12-13 16:37:31+00:00,HotLuvZ1,"@AbsaSouthAfrica Would love to see town and the mountain scenery in cape Town. #ICanWithAbsa

💕"
2022-12-13 16:37:22+00:00,dowlathia,@AbsaSouthAfrica #ICanWithAbsa will get a outfit for Christmas
2022-12-13 16:36:10+00:00,Miss_Chandre1,@AbsaSouthAfrica I will buy Christmas shoes for my children #WeDoMoreWednesdays #ICanWithAbsa
2022-12-13 16:34:01+00:00,mastercard_sa,@AbsaSouthAfrica Will buy gambling vouchers and try and multiply it #icanwithabsa
2022-12-13 16:32:05+00:00,Powerfm987,"Welcome to #POWERBusiness with @Sifiso_Skenjana until 20:00.

#POWERBusiness is proudly sponsored by @AbsaSouthAfrica

Get in touch with us throughout the show.

☎️: 0861 987 000
📲: 083 303 7093 
📺: DSTV Channel 889
🖥Live stream: https://t.co/gIfq3iZpxr https://t.co/jZ3Yu0UAeP"
2022-12-13 16:30:41+00:00,yashupalm,@AbsaSouthAfrica Will buy christmas goodies to eat and enjoy #icanwithabsa
2022-12-13 16:29:37+00:00,Sethu_Molo,@lebzale @AbsaSouthAfrica uyithNda ukufa itshintshi
2022-12-13 16:29:24+00:00,KaraboMakofane7,"@AbsaSouthAfrica I would buy meat and drinks so that we can braai with my family and make this Dezemba memorable 😋💃

#IcanWithAbsa
#WeDoMoreWednesdays"
2022-12-13 16:28:14+00:00,AnnaShogole,@AbsaSouthAfrica I would buy my family groceries #ICanWithAbsa
2022-12-13 16:26:15+00:00,mureimarubini,@AbsaSouthAfrica @ToyotaSA Congratulations
2022-12-13 16:24:48+00:00,KayMmbengwa,@AbsaSouthAfrica I would buy groceries #ICanWithAbsa
2022-12-13 16:23:22+00:00,Sinky04920265,"@AbsaSouthAfrica I'll buy groceries this festive season and prepare a feast for Christmas withy family 🍻❣️🥗🍛🍲
#ICanWithAbsa 
#WeDoMoreWednesdays"
2022-12-13 16:22:57+00:00,MissLuu16,@AbsaSouthAfrica This would make my year and I would buy stationery #ICanWithAbsa
2022-12-13 16:21:59+00:00,MissMogau,@AbsaSouthAfrica I would go on a trip and spoil myself #ICanWithAbsa
2022-12-13 16:21:04+00:00,PmMmako,@AbsaSouthAfrica It would be a blessing and I would spoil my mother #ICanWithAbsa
2022-12-13 16:20:52+00:00,JohnMillii,"@AbsaSouthAfrica I will  buy school stationary and pay school fees.
#wedomorewednesdays"
2022-12-13 16:20:33+00:00,Real11530518M,@AbsaSouthAfrica I would take my mother out for lunch #ICanWithAbsa
2022-12-13 16:20:18+00:00,AllamNicolien,@AbsaSouthAfrica #ICanWithAbsa My Birthday is on 15 December  and my son is on 31 December  this would help me to spoil my son on his Birthday...
2022-12-13 16:19:57+00:00,WilliamChuma5,@AbsaSouthAfrica I would buy treats for my children #ICanWithAbsa
2022-12-13 16:18:03+00:00,MissQeelah,@AbsaSouthAfrica My mom has been wanting an air fryer since forever and I'd love to be the one to give her that gift #WeDoMoreWednesdays #ICanWithAbsa https://t.co/FkEeCvJkZU
2022-12-13 16:16:45+00:00,SindiHisbarbie,@AbsaSouthAfrica @ToyotaSA Congratulations
2022-12-13 16:13:24+00:00,Nompume37728012,"@AbsaSouthAfrica I'm definitely buying Christmas groceries for my family 
#WeDoMoreWednesdays"
2022-12-13 16:12:58+00:00,johan_schoe4,@AbsaSouthAfrica Buy Christmas gifts for my wife and daughter #ICanWithAbsa
2022-12-13 16:10:23+00:00,mzwandilekumalo,"@AbsaSouthAfrica I would buy my kids Christmas Clothes and take them out on the time of their lives.
#WeDoMoreWednesday 
@AbsaSouthAfrica 
#ICanWithAbsa"
2022-12-13 16:09:44+00:00,Makgotli,@beemayaba @AbsaSouthAfrica Honestly the worst time for you to be dealing with such. My condolences my lady 🙏🏽.
2022-12-13 16:09:38+00:00,leekay_sarah,@AbsaSouthAfrica @ToyotaSA Congratulations
2022-12-13 16:08:26+00:00,Georgekhoza007,"@AbsaSouthAfrica @ToyotaSA Congratulations 🎊 👏 💐 🥳 🎊 
❤️❤️❤️❤️❤️❤️"
2022-12-13 16:05:54+00:00,ESOO_M_,@AbsaSouthAfrica I will buy school stationary for my son's 2023 Academic Year. #WeDoMoreWednesdays #ICanWithAbsa
2022-12-13 16:04:02+00:00,Nokhehle_P,@AbsaSouthAfrica I'd gift myself these for Christmas #WeDoMoreWednesdays #ICanWithAbsa https://t.co/PHFqeM8orI
2022-12-13 16:02:05+00:00,NdinisaLola,"@AbsaSouthAfrica I will use it to plan my Grandma's surprise birthday party on the 27th of Dec ❤️ I wanna do something nice and different to make her Dezemba more memorable.
#ICanWithAbsa"
2022-12-13 16:00:20+00:00,ouma_chiloane,@AbsaSouthAfrica #ICanWithAbsa Buy my daughter a present for her graduation 🕯️🕯️🕯️
2022-12-13 15:54:47+00:00,ChockyM,"@AbsaSouthAfrica I will use for petrol traveling home to celebrate  Christmas  with my inlaws.
#ICanWithAbsa"
2022-12-13 15:50:00+00:00,Rekha30462613,@AbsaSouthAfrica @ToyotaSA Congratulations winners 🎉
2022-12-13 15:48:19+00:00,NoneleRalarala,@AbsaSouthAfrica Passedto grade12 next year i will make her December memorable by spoiling her #ICANWITHABSA https://t.co/uLsDwFwPnZ
2022-12-13 15:47:02+00:00,Super_Hustler,@AbsaSouthAfrica I will pay for a day out with my family to the Park #WeDoMoreWednesdays #ICanWithAbsa
2022-12-13 15:46:29+00:00,CChetty2020,@AbsaSouthAfrica I will buy gifts for my family #WeDoMoreWednesdays #ICanWithAbsa
2022-12-13 15:46:12+00:00,PillayPrudence,@AbsaSouthAfrica I will buy School uniforms for my kids #ICanWithAbsa
2022-12-13 15:45:40+00:00,BabsieGobane,@AbsaSouthAfrica I will use the money to pay for my mother's flight so she can come visit us this side #WeDoMoreWednesdays #ICanWithAbsa
2022-12-13 15:45:00+00:00,NathiRix,@AbsaSouthAfrica I will use it to host a family picnic. #ICanWithAbsa #WeDoMoreWednesdays
2022-12-13 15:42:32+00:00,D11Thabiso,"@AbsaSouthAfrica I Will sneaker for this soul she really deserve them #ICANWITHABSA 
#WeDoMoreWednesdays https://t.co/FcY7Si64su"
2022-12-13 15:41:25+00:00,uskipper,@AbsaSouthAfrica #WeDoMoreWednesdays #ICanWithAbsa help out with some braai ingredients for the family
2022-12-13 15:40:26+00:00,D11Thabiso,@AbsaSouthAfrica I will buy this soul sneakers she really deserve them #WeDoMoreWednesdays #ICANWITHABSA
2022-12-13 15:35:14+00:00,LuzukoZandisile,@AbsaSouthAfrica I will buy meat have a family braai celebrate my 21st birthday  #ICanWithAbsa #WeDoMoreWednesdays
2022-12-13 15:28:57+00:00,AshleyntandoB,@AbsaSouthAfrica I would pay my daughters registration fee and buy her stationery #ICanWithAbsa
2022-12-13 15:26:51+00:00,nitzandhannahj,@AbsaSouthAfrica #WeDoMoreWednesdays I would love to spoil my mum by giving her the winnings to spoil herself she works so hard &amp; deserves a little TLC 😍🤗#ICanWithAbsa https://t.co/KNrhQsGQul
2022-12-13 15:20:07+00:00,FahmeedaKS,"@AbsaSouthAfrica I will use my winnings to bake sugar cookies &amp; cakes for the long weekend and take the money with the profits buy a bike for my 4 year old and a phone cover for my 13 year old and the balance reinvest so I will have money for stationary in Jan
#WeDoMoreWednesdays
#ICanWithAbsa"
2022-12-13 15:18:41+00:00,bigprivy,@AbsaSouthAfrica @ToyotaSA Congratulations to the lucky ones and to some of us the Bank keeps frustrating us did a deposit of R700 on an ATM and the transaction was deemed unsuccessful logged in a complain and only R500 was reimbursed u call no one response or u told they will call you back that's it
2022-12-13 15:17:34+00:00,NishyWezSyd,"@AbsaSouthAfrica I will for sure plan festive menu feast that will help them remember the holidays for year to come, with activities or maybe even a day trip to a park or nature reserve @AbsaSouthAfrica  
#WeDoMoreWednesdays #ICanWithAbsa https://t.co/3n7WBQ527W"
2022-12-13 15:16:43+00:00,AbsaSouthAfrica,@TinaPhosa Good afternoon. How can we assist you?
2022-12-13 15:16:39+00:00,GiftNtshikizana,"@AbsaSouthAfrica I will be on trip with my whole family.
Family comes first so i will be spending my time with them.
I will enjoying this festival with them.
#ICanWithAbsa"
2022-12-13 15:11:47+00:00,lehttah,@AbsaSouthAfrica As it's my birthday and I have a lot to celebrate that I have achieved so far..Thanks to the Almighty #ICanWithAbsa
2022-12-13 15:11:09+00:00,Leastonnaidoo,@AbsaSouthAfrica I would definitely use my winners to buy my wife a gift for Christmas #ICanWithAbsa
2022-12-13 15:05:57+00:00,EdgarChuene1,"@AbsaSouthAfrica - hi friend. Just checking, do you guys have financial advisors at your branches?"
2022-12-13 15:04:59+00:00,RoseMary2017,"@AbsaSouthAfrica I will buy some groceries for my kids so that they can have a Christmas they can remember #WeDoMoreWednesdays 
#ICanWithAbsa"
2022-12-13 15:03:12+00:00,ShireenDavids02,"@AbsaSouthAfrica I would buy stationery for my son for nextyear
#ICanWithAbsa"
2022-12-13 15:02:34+00:00,BasaniMaluleke2,"@AbsaSouthAfrica I will buy stationery and uniform for my baby, this will make her want to go back to school to show her friends new school uniform 😊"
2022-12-13 15:01:43+00:00,Bongie_Haemz,@LibhoGeza @Absa @AbsaSouthAfrica You Dezembaring with Absa mchana 🔥
2022-12-13 15:01:20+00:00,cheeky1602,"@AbsaSouthAfrica I will use it to fill my tank for a roadtrip to visit my family in KZN
#WeDoMoreWednesdays
#ICanWithAbsa"
2022-12-13 14:59:42+00:00,bigprivy,"@AbsaSouthAfrica 

After doing a deposit transaction of R700 on an ATM the transaction was deemed unsuccessful and I should report to the nearest bank so I did and was only reimbursed R500 where is my Balance.. upsetting"
2022-12-13 14:57:43+00:00,LetsieDaKing,@sa_lottery @AbsaSouthAfrica @StandardBankZA @FNBSA @CapitecBankSA @tymebankza Always play with my Standard Bank app
2022-12-13 14:55:01+00:00,ZodwaZanele3,"@AbsaSouthAfrica I will buy school uniform for my 2 girls for next year it will help m alot 
#ICanWithAbsa"
2022-12-13 14:53:24+00:00,JudithTseKunene,@AbsaSouthAfrica Will buy my grandkids stationary  for next year #WeDoMoreWednesdays #ICanWithAbsa
2022-12-13 14:50:16+00:00,Felicia199501,"@AbsaSouthAfrica I would definitely use this money to buy extra groceries because during the festive season we happen to get alot of visitors and people and staying over.
#ICanWithAbsa"
2022-12-13 14:49:48+00:00,TonnyMN51915191,"@AbsaSouthAfrica Will buy a sneaker for Christmas  #WeDoMoreWednesday 
#ICanWithAbsa"
2022-12-13 14:48:37+00:00,terreza7,@AbsaSouthAfrica Make a Braai for my Family
2022-12-13 14:48:26+00:00,beemayaba,@Makgotli No confirmation of conversation as I requested when I had called so this is so complex because I found it odd that @AbsaSouthAfrica agent failed to mention or say ill ask and come back to you if she didn't know
2022-12-13 14:46:23+00:00,Rahisa35189068,"@AbsaSouthAfrica I will buy clothes and something to cook for my kids on Christmas day, since Im unemployed I dont have income to make they day special. #WeDoMoreWednesdays #ICanWithAbsa"
2022-12-13 14:41:00+00:00,Bhongo_Tobela,@AbsaSouthAfrica @nattylicious4 Go Carting with my friends cause we love trying new things and being adventurous #ICanWithAbsa #WeDoMoreWednesdays https://t.co/RVkxl0NGZb
2022-12-13 14:35:11+00:00,stylereporter1,"@AbsaSouthAfrica Definitely a road trip #ICanWithAbsa

🥰🥰🥰😁😁😁"
2022-12-13 14:35:07+00:00,stylereporter1,"@AbsaSouthAfrica Definitely a road trip #ICanWithAbsa

❤️❤️❤️💘💘💘"
2022-12-13 14:34:58+00:00,stylereporter1,"@AbsaSouthAfrica Definitely a road trip #ICanWithAbsa

💖💖💖"
2022-12-13 14:34:54+00:00,stylereporter1,"@AbsaSouthAfrica Definitely a road trip #ICanWithAbsa

💕💕💕"
2022-12-13 14:34:51+00:00,stylereporter1,"@AbsaSouthAfrica Definitely a road trip #ICanWithAbsa

😉😉😉"
2022-12-13 14:34:47+00:00,stylereporter1,"@AbsaSouthAfrica Definitely a road trip #ICanWithAbsa

🫡🫡"
2022-12-13 14:34:46+00:00,stylereporter1,"@AbsaSouthAfrica Definitely a road trip #ICanWithAbsa

😃😃😃"
2022-12-13 14:34:39+00:00,stylereporter1,"@AbsaSouthAfrica Definitely a road trip #ICanWithAbsa

💗💗💗"
2022-12-13 14:34:39+00:00,stylereporter1,"@AbsaSouthAfrica Definitely a road trip #ICanWithAbsa

🤞🤞🤞"
2022-12-13 14:34:31+00:00,stylereporter1,"@AbsaSouthAfrica Definitely a road trip #ICanWithAbsa

💋💋💋"
2022-12-13 14:34:27+00:00,stylereporter1,"@AbsaSouthAfrica Definitely a road trip #ICanWithAbsa

💓💓💓"
2022-12-13 14:34:24+00:00,stylereporter1,"@AbsaSouthAfrica Definitely a road trip #ICanWithAbsa

💚💚💚"
2022-12-13 14:34:05+00:00,stylereporter1,"@AbsaSouthAfrica Definitely a road trip #ICanWithAbsa

💟💟💟"
2022-12-13 14:34:01+00:00,stylereporter1,"@AbsaSouthAfrica Definitely a road trip #ICanWithAbsa

😁😁😁"
2022-12-13 14:33:57+00:00,stylereporter1,"@AbsaSouthAfrica Definitely a road trip #ICanWithAbsa

💙💙💙"
2022-12-13 14:33:52+00:00,stylereporter1,"@AbsaSouthAfrica Definitely a road trip #ICanWithAbsa

💜💜💜"
2022-12-13 14:33:48+00:00,stylereporter1,"@AbsaSouthAfrica Definitely a road trip #ICanWithAbsa

🧡🧡🧡"
2022-12-13 14:33:44+00:00,stylereporter1,"@AbsaSouthAfrica Definitely a road trip #ICanWithAbsa

🥰🥰🥰"
2022-12-13 14:33:39+00:00,stylereporter1,"@AbsaSouthAfrica Definitely a road trip #ICanWithAbsa
🖤🖤🖤"
2022-12-13 14:33:35+00:00,stylereporter1,"@AbsaSouthAfrica Definitely a road trip #ICanWithAbsa

💘💘💘"
2022-12-13 14:33:32+00:00,stylereporter1,"@AbsaSouthAfrica Definitely a road trip #ICanWithAbsa

😍😍😍"
2022-12-13 14:33:29+00:00,stylereporter1,"@AbsaSouthAfrica Definitely a road trip #ICanWithAbsa

💛💛💛"
2022-12-13 14:33:21+00:00,stylereporter1,"@AbsaSouthAfrica Definitely a road trip #ICanWithAbsa

😇😇😇"
2022-12-13 14:33:21+00:00,stylereporter1,"@AbsaSouthAfrica Definitely a road trip #ICanWithAbsa

💯💯💯"
2022-12-13 14:33:21+00:00,stylereporter1,"@AbsaSouthAfrica Definitely a road trip #ICanWithAbsa

🤩🤩🤩"
2022-12-13 14:33:02+00:00,stylereporter1,"@AbsaSouthAfrica Definitely a road trip #ICanWithAbsa

💌💌💌"
2022-12-13 14:33:02+00:00,stylereporter1,"@AbsaSouthAfrica Definitely a road trip #ICanWithAbsa
💝💝💝"
2022-12-13 14:32:48+00:00,stylereporter1,"@AbsaSouthAfrica Definitely a road trip #ICanWithAbsa

🫠🫠🫠"
2022-12-13 14:32:45+00:00,stylereporter1,"@AbsaSouthAfrica Definitely a road trip #ICanWithAbsa

☺️☺️☺️"
2022-12-13 14:32:41+00:00,stylereporter1,"@AbsaSouthAfrica Definitely a road trip #ICanWithAbsa

❤️❤️❤️"
2022-12-13 14:32:00+00:00,sellopeddy2,"@AbsaSouthAfrica I will feel up my car tank with fuel, and take my family for a road trip.

#ICanWithAbsa"
2022-12-13 14:31:56+00:00,patriciagolda1,"@AbsaSouthAfrica I will save it to pay for my registration next year.
#ICanWithAbsa 
#WeDoMoreWednesday"
2022-12-13 14:29:05+00:00,MJ23smooch,@AbsaSouthAfrica My dad loves cake and meat so I'll make sure hes got all his favorites this festive  season #WeDoMoreWednesdays #ICanWithAbsa
2022-12-13 14:26:43+00:00,loshdon,"@AbsaSouthAfrica I would give it to a family I know who is in need, for groceries that would make my Dezemba memorable knowing I put a smile ☺ on their faces. I like to pay it forward 🙏 #ICanWithAbsa"
2022-12-13 14:26:26+00:00,ManjooGaithreer,"@AbsaSouthAfrica I will definitely buy gifts for my grandchildren this Christmas, they did so well in school. #WeDoMoreWednesdays #ICanWithAbsa https://t.co/OytgNpCaPy"
2022-12-13 14:26:00+00:00,azanianfire,@beemayaba @anelisa_tuswa @AbsaSouthAfrica @2022AFRICA
2022-12-13 14:22:57+00:00,Lettici91552249,"@AbsaSouthAfrica I will use the money to buy electricity for the the whole December, it's very tough
#ICanWithAbsa"
2022-12-13 14:22:05+00:00,MabeeThamae,@AbsaSouthAfrica @ToyotaSA Congratulations 💃💃💃💃💃💃
2022-12-13 14:22:01+00:00,PillaiRachael,"@AbsaSouthAfrica Both mine and my daughters birthdays and Christmas are coming super fast really ould use this to celebrate these occasions @AbsaSouthAfrica
#ICanWithAbsa 
#WeDoMoreWednesdays 
@AbsaSouthAfrica
@AndreaSandra27"
2022-12-13 14:21:32+00:00,EvelynSukazi,"@AbsaSouthAfrica My husband his turning 80 years old for the first two I will make his birthday memorable as I'm gonna buy a big cake for him. 
 #ICanWithAbsa #wedomorewednesdays"
2022-12-13 14:21:10+00:00,smokeybabes4,@AbsaSouthAfrica I need money for stationery for My son and a school uniform so that is what I'll be doing with my winnings with absa this dezemba #WeDoMoreWednesdays #ICanWithAbsa 👌🏼✨️🙏🏼🎉✨️🏠🥪🥧🥧🌮
2022-12-13 14:21:04+00:00,pete_buttons,"@AbsaSouthAfrica @LwaziMngoma ABSA is amazing. They gladly accept money transfers into the account but when you want to pay someone, suddenly I have to now FICA. I am most displeased."
2022-12-13 14:19:55+00:00,PillaiRachael,"@AbsaSouthAfrica To make a delicious meal for Christmas for my family
#ICanWithAbsa 
#WeDoMoreWednesdays 
@AbsaSouthAfrica
@Vinesh30310581"
2022-12-13 14:19:02+00:00,smokeybabes4,@AbsaSouthAfrica I need money for stationery for My son and a school uniform so that is what I'll be doing with my winnings with absa this dezemba #WeDoMoreWednesdays #ICanWithAbsa 👌🏼✨️🙏🏼🎉✨️🏜🏠🍲✨️😘😘
2022-12-13 14:18:54+00:00,smokeybabes4,@AbsaSouthAfrica I need money for stationery for My son and a school uniform so that is what I'll be doing with my winnings with absa this dezemba #WeDoMoreWednesdays #ICanWithAbsa 👌🏼✨️🙏🏼🎉✨️🍊🍊🏕🏕
2022-12-13 14:18:47+00:00,colinbraude,"@beemayaba @anelisa_tuswa @AbsaSouthAfrica Condolences on your loss.  It must be so hard.

RIP"
2022-12-13 14:18:34+00:00,smokeybabes4,@AbsaSouthAfrica I need money for stationery for My son and a school uniform so that is what I'll be doing with my winnings with absa this dezemba #WeDoMoreWednesdays #ICanWithAbsa 👌🏼✨️🙏🏼🎉✨️🥳😘🥳😘😘🥳
2022-12-13 14:18:30+00:00,smokeybabes4,@AbsaSouthAfrica I need money for stationery for My son and a school uniform so that is what I'll be doing with my winnings with absa this dezemba #WeDoMoreWednesdays #ICanWithAbsa 👌🏼✨️🙏🏼🎉✨️😁🥰😁🤍🏜
2022-12-13 14:18:24+00:00,smokeybabes4,@AbsaSouthAfrica I need money for stationery for My son and a school uniform so that is what I'll be doing with my winnings with absa this dezemba #WeDoMoreWednesdays #ICanWithAbsa 👌🏼✨️🙏🏼🎉✨️💚🙏🏼🥪🥪
