Date,User,FNB_Tweets
2022-12-28 14:46:12+00:00,ThatoMaile1,@947 @FNBSA Ewallet   @FNBSA @947  #FNBCashFreeSummer
2022-12-28 14:46:01+00:00,NathieMbele,@BossMatriach @FNBSA 😂😂😂 ey STD bank responses are finishing me
2022-12-28 14:45:43+00:00,Rene_momx3,@947 @FNBSA @FrAnA_VDM
2022-12-28 14:45:37+00:00,NyanisoM_,"@947 @FNBSA eWallet is my favourite payment method. 
#FNBCashFreeSummer 
@FNBSA 
@947"
2022-12-28 14:45:20+00:00,King_LS69,"@947 @FNBSA 💸eWallet
#FNBCashFreeSummer."
2022-12-28 14:45:18+00:00,MeetWendyy,"@KFMza @FNBSA When FNB introduced the E-wallet way to pay, I instantly fell in love with it. FNB e wallet are hassle free and more convenient especially when sending money at home I use it #FNBCashFreeSummer @KFMza @FNBSA"
2022-12-28 14:45:16+00:00,King_LS69,"@947 @FNBSA 💸eWallet. 
#FNBCashFreeSummer"
2022-12-28 14:45:12+00:00,King_LS69,"@947 @FNBSA 💸eWallet

#FNBCashFreeSummer"
2022-12-28 14:45:06+00:00,King_LS69,"@947 @FNBSA 💸eWallet
#FNBCashFreeSummer"
2022-12-28 14:45:02+00:00,KhaliphaDlumbu,"@947 @FNBSA eWallet is my favourite
#FNBCashFreeSummer 
@947 @FNBSA"
2022-12-28 14:44:51+00:00,we_the_best_28,"@947 @FNBSA Instant Payment 
@947 
@FNBSA 
#FNBCashFreeSummer"
2022-12-28 14:44:14+00:00,RaisonChauke,"@947 @FNBSA eWallet is easy, convenient and for everyone with a cell number. 
#FNBCashFreeSummer
@947 https://t.co/nGTu9XpUik"
2022-12-28 14:43:48+00:00,ThembiT63723996,"@947 @FNBSA I love eWallet us easy and fast to use it
#FNBCashFreeSummer 
@947 
@FNBSA"
2022-12-28 14:43:46+00:00,FrostyMadii,@947 @FNBSA My favorite payment method is Instant Payment #FNBCashFreeSummer @947
2022-12-28 14:43:11+00:00,MalindyLeeh,"@947 @FNBSA eWallet is the one as it's convenient and easy 
#FNBCashFreeSummer
@FNBSA
@947"
2022-12-28 14:42:58+00:00,KLouw15,@Bogozola @EugeneMt @FNBSA @FNBSA is not house bond friendly forget.
2022-12-28 14:42:46+00:00,FahmeedaKS,"@947 @FNBSA @947 @FNBSA Ewallet from FNB is my favourite way to receive Ching. This easy money solution, is safe, easily accessible and simple to use. From gogo to ingane everyone knows how. I can even buy airtime, data and electricity #FNBCashFreeSummer"
2022-12-28 14:42:35+00:00,AshTarryn,"@947 @FNBSA My favorite way to get paid is by E-wallet and my favorite way to pay is with my phone tap and pay its easy,safe and convenient we always carry our phone but we could always leave our cards and wallets behind so tap and pay for me.
#FNBCashFreeSummer 
@947"
2022-12-28 14:41:31+00:00,lesetja_mokoele,"@947 @FNBSA 💸eWallet
 #FNBCashFreeSummer"
2022-12-28 14:41:19+00:00,anati_maharaj,"@947 @FNBSA Ewallet it my way to get paid with fnb app it's easy n convenient for me  
#FNBCashFreeSummer"
2022-12-28 14:41:04+00:00,Pre_ciousE,"@947 @FNBSA My favorite way of using the @FNBSA App is an eWallet as it's easy and convenient for my sibling whose at school, I also like sending myself for safety 
#FNBCashFreeSummer
@947"
2022-12-28 14:40:57+00:00,KeitumetseHoney,@Madam_PB @FNBSA
2022-12-28 14:40:46+00:00,ThabileSMhlungu,"@947 @FNBSA Ewallet is my favourite way to get paid #FNBCashFreeSummer @947  @FNBSA
🤞🤞🤞🫶😍💃🤩🥰❤️🥳🥳🥳🤩😍🎉💃💃 https://t.co/dfFz1Ph3pt"
2022-12-28 14:40:36+00:00,ThabileSMhlungu,"@947 @FNBSA Ewallet is my favourite way to get paid #FNBCashFreeSummer @947  @FNBSA
🤞🤞🤞🫶😍💃🤩🥰❤️🥳🥳🥳🤩😍🎉💃💃"
2022-12-28 14:40:34+00:00,NeemaTasneema,"@947 @FNBSA Instant Payment 
@947 
@FNBSA 
#FNBCashFreeSummer 
😍😍😍😍"
2022-12-28 14:40:20+00:00,MalekobaDeQueen,"@EugeneMt Sorry to hear that. @FNBSA is offering me different loans, credit card ,etc without even applying for them. I'll be happy to retire with my @fnbsa."
2022-12-28 14:39:54+00:00,tasquane,@947 @FNBSA Instant Pay #FNBCashFreeSummer https://t.co/ww0ClYArlH
2022-12-28 14:39:41+00:00,Ayanda95761647,"eWallet it's definitely my favourite way to get paid it is so easy-to-use❤️🥺
@FNBSA 
@947 
#FNBCashFreeSummer"
2022-12-28 14:39:04+00:00,Sibongi98873883,"#FNBCashFreeSummer 
eWallet is the easiest way for me to get paid🥺❤️
@947 
@FNBSA"
2022-12-28 14:38:53+00:00,ThabileSMhlungu,"@947 @FNBSA Ewallet is my favourite way to get paid #FNBCashFreeSummer @947  @FNBSA
🤞🤞🤞🫶😍💃🤩🥰❤️🥳🥳🥳🤩😍🎉💃💃 https://t.co/TVmFdZnU14"
2022-12-28 14:38:50+00:00,Matamela49,"@947 @FNBSA ewallet all the way
#FNBCASHFREESUMMER
@FNBSA @947 https://t.co/bIcQYE0b4S"
2022-12-28 14:38:33+00:00,ThabileSMhlungu,"@947 @FNBSA Ewallet is my favourite way to get paid #FNBCashFreeSummer @947  @FNBSA
🫶😍💃🤩🥰❤️"
2022-12-28 14:38:19+00:00,ThabileSMhlungu,"@947 @FNBSA Ewallet is my favourite way to get paid #FNBCashFreeSummer @947  @FNBSA
🤞🤞"
2022-12-28 14:38:09+00:00,Tsebanglehong,"@947 @FNBSA eWallet💸💸💸💸💸

eWallet is an instant, easy and affordable money transfer service that allows you to send money to anyone.

@947 
#FNBCashFreeSummer"
2022-12-28 14:38:05+00:00,ThabileSMhlungu,"@947 @FNBSA Ewallet is my favourite way to get paid #FNBCashFreeSummer @947  @FNBSA
🤞🤞🤞🫶"
2022-12-28 14:37:54+00:00,ThabileSMhlungu,"@947 @FNBSA Ewallet is my favourite way to get paid #FNBCashFreeSummer @947  @FNBSA
🤞🤞🤞🫶😍"
2022-12-28 14:37:44+00:00,ThabileSMhlungu,"@947 @FNBSA Ewallet is my favourite way to get paid #FNBCashFreeSummer @947  @FNBSA
🤞🤞🤞🫶😍💃"
2022-12-28 14:37:39+00:00,Tsebanglehong,"@947 @FNBSA eWallet💸💸💸💸💸

eWallet is an instant, easy and affordable money transfer service that allows you to send money to anyone.

@947 
#FNBCashFreeSummer"
2022-12-28 14:37:36+00:00,LungiZililo,"@947 @FNBSA eWallet is the best for me
@947 #FNBCashFreeSummer"
2022-12-28 14:37:35+00:00,ThabileSMhlungu,"@947 @FNBSA Ewallet is my favourite way to get paid #FNBCashFreeSummer @947  @FNBSA
🤞🤞🤞🫶😍💃🤩"
2022-12-28 14:37:24+00:00,ThabileSMhlungu,"@947 @FNBSA Ewallet is my favourite way to get paid #FNBCashFreeSummer @947  @FNBSA
🤞🤞🤞🫶😍💃🤩🥰"
2022-12-28 14:37:17+00:00,ThabileSMhlungu,"@947 @FNBSA Ewallet is my favourite way to get paid #FNBCashFreeSummer @947  @FNBSA
🤞🤞🤞🫶😍💃🤩🥰❤️"
2022-12-28 14:37:08+00:00,ThabileSMhlungu,"@947 @FNBSA Ewallet is my favourite way to get paid #FNBCashFreeSummer @947  @FNBSA
🤞🤞🤞🫶😍💃🤩🥰❤️🥳"
2022-12-28 14:37:02+00:00,ThabileSMhlungu,"@947 @FNBSA Ewallet is my favourite way to get paid #FNBCashFreeSummer @947  @FNBSA
🤞🤞🤞🫶😍💃🤩🥰❤️🥳🥳"
2022-12-28 14:36:56+00:00,ThabileSMhlungu,"@947 @FNBSA Ewallet is my favourite way to get paid #FNBCashFreeSummer @947  @FNBSA
🤞🤞🤞🫶😍💃🤩🥰❤️🥳🥳🥳"
2022-12-28 14:36:50+00:00,ThabileSMhlungu,"@947 @FNBSA Ewallet is my favourite way to get paid #FNBCashFreeSummer @947  @FNBSA
🤞🤞🤞🫶😍💃🤩🥰❤️🥳🥳🥳🤩"
2022-12-28 14:36:45+00:00,ThabileSMhlungu,"@947 @FNBSA Ewallet is my favourite way to get paid #FNBCashFreeSummer @947  @FNBSA
🤞🤞🤞🫶😍💃🤩🥰❤️🥳🥳🥳🤩😍"
2022-12-28 14:36:40+00:00,ThabileSMhlungu,"@947 @FNBSA Ewallet is my favourite way to get paid #FNBCashFreeSummer @947  @FNBSA
🤞🤞🤞🫶😍💃🤩🥰❤️🥳🥳🥳🤩😍🎉"
2022-12-28 14:36:35+00:00,ThabileSMhlungu,"@947 @FNBSA Ewallet is my favourite way to get paid #FNBCashFreeSummer @947  @FNBSA
🤞🤞🤞🫶😍💃🤩🥰❤️🥳🥳🥳🤩😍🎉💃"
2022-12-28 14:36:32+00:00,ShereenDavids6,@947 @FNBSA Ewallet is the easiest way for me especially when you get to the cashier and you realise you left your wallet at home 😆 #FNBCashFreeSummer @947
2022-12-28 14:36:12+00:00,nmndhllovu,@FNBSA
2022-12-28 14:35:40+00:00,ThabileSMhlungu,"@947 @FNBSA Ewallet is my favourite way to get paid #FNBCashFreeSummer @947  @FNBSA
🤞🤞🤞🫶😍💃🤩🥰❤️🥳🥳🥳🤩😍🎉💃💃"
2022-12-28 14:34:59+00:00,LandyOsborne,"@947 @FNBSA Absolutely E- wallet 
#FNBCashFreeSummer  @947"
2022-12-28 14:34:30+00:00,nmndhllovu,I am seeing these a bit to often. Not shocked though. @FNBSA
2022-12-28 14:34:27+00:00,allienkahloleng,"@947 @FNBSA eWallet
#FNBCashFreeSummer"
2022-12-28 14:34:23+00:00,BossMatriach,"Lmao! The responses from the other banks is hilarious! Serves @FNBSA right. 

Im dealing with an enquiry from July. Till date, no resolution"
2022-12-28 14:34:21+00:00,BahulaGoldency,"@947 @FNBSA eWallet
#FNBCashFreeSummer"
2022-12-28 14:33:33+00:00,ShereenDavids6,@947 @FNBSA Ewallet is the easiest way for me especially when you get to the cashier and you realise your wallet is lying on your bed at home lol 😆 #FNBCashFreeSummer @947
2022-12-28 14:32:51+00:00,khotsoDM,"@EugeneMt I feel you my brother, I know EXACTLY what you went through. That’s @FNBSA for you, they dish out credit cards like popcorn 🍿 but when it comes to house bonds, they deliberately suck."
2022-12-28 14:32:43+00:00,Buci_Mbangi,@Madam_PB @FNBSA  I hold a bachelor of commerce degree. Any position I would really appreciate.
2022-12-28 14:31:49+00:00,Angelm068938071,"@947 @FNBSA E wallet is my favorite.
It's super fast and convenient
#FNBCashFreeSummer"
2022-12-28 14:31:46+00:00,AyandaMaf,@947 @FNBSA Ewallet @947 @FNBSA #FNBCashFreeSummer #LoveFNB
2022-12-28 14:31:36+00:00,__MaNgwenya,@947 @FNBSA @947
2022-12-28 14:31:25+00:00,__MaNgwenya,"@947 @FNBSA eWallet
#FNBCashFreeSummer"
2022-12-28 14:30:04+00:00,947,"Stand a chance to WIN your share of R25,000.

What's your way to pay or get paid with @FNBSA Pay on the FNB App:
💸eWallet
💸Instant Payment 
💸SpeedeeApp
💸SpeedeeQR

Share your favourite payment method, tag 947 &amp; use #FNBCashFreeSummer.

Ts &amp; Cs apply https://t.co/3SYJ0J0Ktw"
2022-12-28 14:28:46+00:00,KINGKGGG,@Madam_PB @FNBSA
2022-12-28 14:27:38+00:00,ProudPro,@Madam_PB @FNBSA  please...
2022-12-28 14:26:30+00:00,khotsoDM,@AMzorewa @EugeneMt Is @FNBSA really that horrible to equate it to @MYANC !!??
2022-12-28 14:26:09+00:00,Confied,@Zash00G @EugeneMt @FNBSA Their admin is on leave. Maybe they will reply after festive season
2022-12-28 14:20:28+00:00,Swish_Flow,@Madam_PB @FNBSA 😭
2022-12-28 14:18:38+00:00,tuse11,@EugeneMt @FNBSA you need to fire your CEO as soon as yesterday
2022-12-28 14:18:34+00:00,NontobekoMajok3,@Zash00G @EugeneMt @FNBSA The attitude is on another level they are quite and shem they are loosing customers
2022-12-28 14:13:24+00:00,TshedyJantjie,@Madam_PB @FNBSA I keep getting regret but I'm not giving up
2022-12-28 14:11:57+00:00,Pheletjo_,@EugeneMt Also left @FNBSA after being loyal to them for 18 years with similarity concerns &amp; and I am happy with @Nedbank
2022-12-28 14:10:35+00:00,croc_dee,@Madam_PB @FNBSA
2022-12-28 14:07:30+00:00,FahmeedaKS,"@947 @FNBSA Ewallet from FNB is my favourite way to receive Ching. This easy money solution, is safe, easily accessible and simple to use. From gogo to ingane everyone knows how. I can even buy airtime, data and electricity #FNBCashFreeSummer"
2022-12-28 14:03:56+00:00,loviesmodise,"Dear @FNBSA wake up you are not in America but South Africa where majority of your clients are Africans.
Do right with them before its too late.

Read the comments and let your CEO see them!"
2022-12-28 13:54:36+00:00,Mwelase_Sthe,@Zash00G @EugeneMt @FNBSA Fnb is full of selfish management. I'm leaving them
2022-12-28 13:54:06+00:00,amofxtrading,"@FNBSA Good day.

I received an international payment ,I sent the bank the proof of payment,  but they still don't want to give me my money .

The person giving me a problem is from Forex department her name is Mertle Lobai."
2022-12-28 13:51:35+00:00,Tee_Thembs,"An eWllet is ALWAYS the best way to get paid or pay someone! It's fast and convenient.@ecr9495 @FNBSA
#FNBCashFreeSummer https://t.co/4CyrPRvSIv"
2022-12-28 13:50:11+00:00,Mwelase_Sthe,@MrBobbyV @EugeneMt @FNBSA @Absa is the best
2022-12-28 13:49:31+00:00,StillDiby,@EugeneMt I am also tired of @FNBSA’s poor service (&amp; complaining of same) so heading to @StandardBankZA
2022-12-28 13:46:52+00:00,Makundumike,"@EugeneMt I can relate, I am about to throw a bomb on @FNBSA"
2022-12-28 13:45:21+00:00,One_Kagiso,@EugeneMt @hau @FNBSA  you are  not even gonna comment with defensenyana? Yhoo I think I should also move to @AbsaSouthAfrica  since they gave me a credit card
2022-12-28 13:43:52+00:00,Zash00G,@EugeneMt Where's @FNBSA to defend themselves vele which means they know they're a nonsense
2022-12-28 13:43:02+00:00,Mogweemang,"@Mokotjo_Ben @EugeneMt @FNBSA @StandardBankZA @StandardbankZA is no Holi cow, long lines and closing branches, I am considering Nedbank"
2022-12-28 13:42:31+00:00,NkosiDownz,@Tutumw @FNBSA Problem
2022-12-28 13:39:49+00:00,Mokotjo_Ben,"@EugeneMt I’m not banking with @FNBSA but I would be worried if I was them. Reading these comments taught me a lot about them.
Thank you @StandardBankZA for always coming through for me and ensuring that I trust and enjoy banking."
2022-12-28 13:37:40+00:00,xolani07789994,"eWallet #FNBCashFreeSummer 
@Heart1049FM   
@FNBSA https://t.co/R3tF11Phm6"
2022-12-28 13:35:53+00:00,BoitumeloCaleb,@sa_lottery @FNBSA Manifesting  tonight's R29 000 000 Lotto jackpot 🙌 🙏 👌 🎉 https://t.co/H3e1Vb1m2I
2022-12-28 13:34:44+00:00,rjlemme_ramosa,@EugeneMt @FNBSA Tsotsis this one. I left them when they indebted me with overdraft facility that I will never pay.
2022-12-28 13:30:52+00:00,VMATHE10,@Madam_PB @FNBSA @WeBuyCars_SA
2022-12-28 13:26:25+00:00,I_love_knowlo,@Madam_PB @FNBSA and @AbsaSouthAfrica
2022-12-28 13:23:58+00:00,Gaddafi_fifi,@Madam_PB @FNBSA
2022-12-28 13:19:32+00:00,Mphom8508,@Madam_PB @Investec @FNBSA
2022-12-28 13:18:56+00:00,Katiwe,"@KFMza @FNBSA FNB Tap to Pay with a virtual card is 
contactless, cardless, and cashless!   I feel safer using it in this world where scammers are on the prowl. #FNBCashFreeSummer"
2022-12-28 13:12:10+00:00,Hlogi_Chaane,"@ecr9495 @FNBSA eWallet is my favourite way to pay because it allows FNB customers to send money to anyone with a valid Cellphone number, even if they don't have a bank account.The money is transferred instantly and can be used to withdraw cash from FNB ATMs #FNBCashFreeSummer @ecr9495"
2022-12-28 13:10:53+00:00,RaeMaharaj,#FNBCashFreeSummer @KFMza  @FNBSA  defffs ewallet
2022-12-28 13:10:13+00:00,RaeMaharaj,"@KFMza @FNBSA #FNBCashFreeSummer my favorite way to get paid is ewallet deffs , it’s easy"
2022-12-28 13:04:35+00:00,KgaboMokgatlhaa,@FNBSA FIRSTRAND🕯️
2022-12-28 13:00:27+00:00,Cyber0032,@Ngqombo_EC @EugeneMt @FNBSA @StandardBankZA Same here
2022-12-28 12:59:28+00:00,SillyBanks,@Bogozola @EugeneMt @FNBSA Been there for 10years and trust as an African person you will be given the run around instead @Absa came through for me be it car finance personal loans etc yet these …. Yet this @fnb 10 years I have nothing to show only private clients charges that are insane
2022-12-28 12:59:21+00:00,LitTlhogonolo,"@FNBSA service is terrible, I have been on a queue to be assisted since 12:27. It is now 14:58 still nothing https://t.co/bXjHbpl3DI"
2022-12-28 12:55:41+00:00,SillyBanks,@Bogozola @EugeneMt @FNBSA @FNBSA is not for black folks that’s on period!!!!
2022-12-28 12:50:27+00:00,Thatso_M,@FNBSA Linda from FNB Gezina Galleries was so helpful today. Thank you for your wonderful team member. ✨
2022-12-28 12:47:17+00:00,Sir_Bang_,"@EugeneMt @Nedbank is the best bank for all races by far. They deal with merits and case to case, and they also have good support. Left that overly priced, useless @FNBSA bank."
2022-12-28 12:37:52+00:00,Kay_Deeva,"@Heart1049FM I like using the Geo payment method. 

1) It's a classy way to pay 💁‍♀️
2) You don't have to worry about someone making a mistake with your cellphone or account number when making a payment 
3) It's simple and easy to use 
4) Location, SILA! 
@FNBSA
#FNBCashFreeSummer 
#R5KWins https://t.co/6j60Os04z6"
2022-12-28 12:37:00+00:00,Kay_Deeva,"@Heart1049FM @FNBSA I like using the Geo payment method. 

1) It's a classy way to pay 💁‍♀️
2) You don't have to worry about someone making a mistake with your cellphone or account number when making a payment 
3) It's simple and easy to use 
4) Location, SILA! 🤘👍
@FNBSA
#FNBCashFreeSummer 
#R5KWins https://t.co/dMU3aGj8zk"
2022-12-28 12:35:44+00:00,Kay_Deeva,"@Heart1049FM I like using the Geo payment method. 

1) It's a classy way to pay 💁‍♀️
2) You don't have to worry about someone making a mistake with your cellphone or account number when making a payment 
3) It's simple and easy to use 
4) Location, SILA! ☝️
@FNBSA
#FNBCashFreeSummer 
#R5KWins https://t.co/BiLDxNc8DR"
2022-12-28 12:32:14+00:00,Africaborwa,@Madam_PB @FNBSA
2022-12-28 12:32:00+00:00,king35amg,"@EugeneMt Ya @FNBSA is fucked..the denied me home loan, yet i bank with them .and nedbanķ to approve it..."
2022-12-28 12:22:31+00:00,isKekana,@Bogozola @EugeneMt @FNBSA That time we were blessed with instant lons and revolving credit facilities
2022-12-28 12:19:07+00:00,SNdjongolo,"@FNBSA worst service ever. No responses, get told people are on holiday."
2022-12-28 12:17:51+00:00,SiphosethuNzam1,@KFMza @FNBSA Ewallet #FNBCashFreeSummer  @KFMza
2022-12-28 12:12:08+00:00,Orifha_Seisani,@FNBSA #LoveFNB
2022-12-28 12:11:56+00:00,Orifha_Seisani,@FNBSA #LoveFNB
2022-12-28 12:11:26+00:00,Tutumw,"@NkosiDownz @FNBSA Sorry bhuti, im now so convinced i should also change from FNB hey. They're so expensive to use nje"
2022-12-28 12:11:08+00:00,Orifha_Seisani,"@FNBSA #FNBPrivateBanking
#LoveFNB"
2022-12-28 12:06:18+00:00,ThutoMoloi_,@Madam_PB @FNBSA FNB ke kopa lere arabeng.
2022-12-28 12:01:04+00:00,sane_mazawule,@FNBSA what do I do when a deposit isn't reflecting after 48 hours?
2022-12-28 12:00:53+00:00,Ngqombo_EC,"@EugeneMt I also left @FNBSA when they declined my bond, @StandardBankZA approved me and I'm still happy"
2022-12-28 11:54:46+00:00,Dumisanilanga55,@Bogozola @EugeneMt @FNBSA I banked with @FNBSA for over ten years when I wanted a homeloan they never gave me I canceled my account with them didn't waste time
2022-12-28 11:54:19+00:00,MainnexSunsets,@FNBSA whats your swift code?Durban Branch
2022-12-28 11:54:00+00:00,Lindialwysknows,@sboramonti @EugeneMt @FNBSA Nedbank is great for business and getting credit....they have reasonable interest rates and are eager to lend...but everything else about them is kind of 🗑
2022-12-28 11:50:05+00:00,sboramonti,@EugeneMt I want the best bank for Business i want to leave @FNBSA any advice please
2022-12-28 11:48:54+00:00,tech_financials,How Many Customers Has @FNBSA Connect Attracted In 2022 https://t.co/qqZHFJvtBb #mvno #fnbconnect
2022-12-28 11:47:48+00:00,precious_pulley,@KFMza @FNBSA eWallet @KFMza @FNBSA #FNBCashFreeSummer
2022-12-28 11:36:06+00:00,mazizi_mpho,@EugeneMt @FNBSA sies
2022-12-28 11:35:38+00:00,SideNigaFrance,@sa_lottery @FNBSA Let me thatha Ma chance vandag 😬😬
2022-12-28 11:31:11+00:00,CChetty2020,@FNBSA #LoveFNB
2022-12-28 11:30:52+00:00,SSorhosho,@FNBSA please assist why we can't withdraw ewallet?
2022-12-28 11:30:46+00:00,NkosiDownz,Imagine having to spend 52 minutes at @FNBSA just to beg them to refund your money chiwed by their ATM in December mxim.
2022-12-28 11:23:29+00:00,ShakerShabalala,@EugeneMt @FNBSA rubbish bank looks like I’m not the only one complaining
2022-12-28 11:23:17+00:00,theNjabu10,@Loco_FiestaZA @FNBSA I’ve used them for 22 years &amp; I don’t have issues. All their charges are transparent on their site. That byc debit goes to your savings pocket &amp; you can use with whenever you want. What I get in ebucks monthly is more than what I pay for the account.
2022-12-28 11:23:00+00:00,P_Rantsho,@FNBSA belabela branch still waiting to get helped 🤔 https://t.co/Cxe3JAzHwK
2022-12-28 11:22:21+00:00,kamo_senoelo,@Madam_PB @FNBSA @Vodacom @MTNza @CocaCola @WesBank
2022-12-28 11:21:59+00:00,Sheny_Market,@FNBSA in the end. Top marks to the Manager and Raymond. What a pleasure. You will need to spruce up your call centre
2022-12-28 11:19:26+00:00,kamo_senoelo,"@Madam_PB @FNBSA
@Vodacom
@MTNza
@CocaCola"
2022-12-28 11:18:35+00:00,SbuMUFC,"As my money was about to come out the atm,load shedding happened,this the 2nd time this has happened to me 😭😭@FNBSA how do I get my money back"
2022-12-28 11:18:31+00:00,Allen06372673,@MissB_Precious @EugeneMt @FNBSA Did you pay them
2022-12-28 11:15:32+00:00,ColinDraper123,@FNBSA you arbitrarily decide to try take credit card repayments claiming it is because of the long weekend and I get penalized for being in arrears.  I thought you are supposed to be an innovative bank but your systems also seem to take public holidays.  So much for automation
2022-12-28 11:15:19+00:00,anneeda_pekeur,@FNBSA #LoveFNB
2022-12-28 11:11:06+00:00,judypadayachee,@FNBSA #LoveFNB
2022-12-28 11:06:33+00:00,Seazwear1,@Loco_FiestaZA @FNBSA I use FNB and I pay 105 a month nothing extra
2022-12-28 11:05:44+00:00,SakiSoulM,@EugeneMt These ones @FNBSA are quick to grant useless stuff like car finance…m also seeking greener pastures
2022-12-28 11:01:47+00:00,Jimmy384212881,@FNBSA #LoveFNB
2022-12-28 11:00:11+00:00,mogapimk,"@Bheki_Nyathi Both my @StandardBankZA and @FNBSA are having -R3.2k both and @AbsaSouthAfrica is -R2.9k
I'm left with @Nedbank and @CapitecBankSA 
I don't know which bank to use because I can't trust Capitec Bank and Bank is scarce ko Kasi"
2022-12-28 10:59:21+00:00,Sahilsook5,@FNBSA worst fucking bank in the world.
2022-12-28 10:56:44+00:00,Bogozola,"@EugeneMt @FNBSA doesn't like giving credit facilities to black people. PERIOD!

I am also leaving."
2022-12-28 10:56:20+00:00,Montanatumi1,"@EugeneMt I feel you my brother @FNBSA is the biggest scam ever walked this planet, few ago our 2,5m bond got approved by @Nedbank in CPT we only needed 150k deposit these scumbags couldn't help us even though we've been banking with them for years excuses after another,Jan we closing acc"
2022-12-28 10:51:05+00:00,MissB_Precious,@EugeneMt I left @FNBSA after I got defrauded 10k which left my balance in a negative and they said they will investigate till date. Worst of it they took me to their lawyers for me to pay the defrauded overdraft.
2022-12-28 10:48:55+00:00,BlueSpicey,@KFMza @FNBSA I prefer Ewallet it's quick and convenient @KFMza @FNBSA   #FNBCashFreeSummer
2022-12-28 10:48:49+00:00,sedimoeci,@FNBSA
2022-12-28 10:47:25+00:00,igneciousmhlon1,"@KFMza 
@FNBSA 
Instant payment 
#FNBCashFreeSummer"
2022-12-28 10:46:03+00:00,AkesOnAPlane,@StandardBankZA if someone transferred money in the 24th to an @FNBSA account. How long should the receiver wait for the money to reflect?
2022-12-28 10:44:08+00:00,briantau1,"I’ve honestly never benefited fro @FNBSA regardless of being a loyal client. The discrimination is way 2 much. Their interest rates clearly tell you’re not wanted there, @StandardBankZA has come forth for me many times despite being my secondary bank. A move from FNB is imminent"
2022-12-28 10:43:24+00:00,marcus_lot,@EugeneMt @FNBSA
2022-12-28 10:43:16+00:00,NPMachanyana1,@EugeneMt FNB do not care about so called clients....@FNBSA no one ever calls or do proper financial services or advise
2022-12-28 10:41:46+00:00,Papirazz,"@Heart1049FM @FNBSA My favourite way to pay nor getting getting paid with FNB Pay has to be the E-Wallet as it is very convenient at your fingertips as you can also enjoy the convenience of swiping 💳 instead of withdrawing. 😉 @Heart1049FM 
@FNBSA
#FNBCashFreeSummer"
2022-12-28 10:39:38+00:00,KhwelaDilika,I experienced the same I bank with @FNBSA @rb_jacobs (the worst). They have always denied my bonds. I have now 2 bonds with @StandardBankZA and one with @AbsaSouthAfrica while the bank that houses my salary and most income couldn’t even give be mortgage. Voetsek @FNBSA @rb_jacobs
2022-12-28 10:39:08+00:00,MrBobbyV,@EugeneMt @FNBSA *don't
2022-12-28 10:38:29+00:00,Nwa_Mbhombi,"@ecr9495 @FNBSA #CashFreeSummer
E-wallet..... If you know, you know https://t.co/Neajdwxq3C"
2022-12-28 10:37:52+00:00,MartieSchoeman,"@947 @FNBSA Instant Payment is such a easy way to pay for things. 
#FNBCashFreeSummer  @947 @FNBSA."
2022-12-28 10:37:52+00:00,Toobsieh,"@KFMza @FNBSA I absolutely love getting paid using FNB eWallet, because it's Safe and Convenient. And if we are both using FNB it goes straight to my account. ❤❤❤❤
#FNBCashFreeSummer @KFMza  @FNBSA"
2022-12-28 10:36:11+00:00,igneciousmhlon1,"@jozifm @FNBSA 
#FNBCashFreeSummer 
Instant payment"
2022-12-28 10:34:55+00:00,FestiveFranks,Cc @FNBSA catch your L
2022-12-28 10:34:51+00:00,The_RoxStar,"My favourite way to get paid with @FNBSA is Geo Pay! It makes life so much easier without having to type in bank details.

@Heart1049FM #FNBCashFreeSummer https://t.co/yWur5tYadR"
2022-12-28 10:33:18+00:00,itumelengmorar1,@FNBSA Please action debit orders for the 25th. You are leading us to temptation.
2022-12-28 10:33:11+00:00,Katiwe,@947 @FNBSA Ewallet is a convenient and easy way to send and receive money! It's also safe – I feel comfortable paying my employees&amp; sending money to family with eWallet. #FNBCashFreeSummer
2022-12-28 10:30:50+00:00,Sandile27365999,@Loco_FiestaZA @FNBSA Move to @tymebankza you will pay zero Monthly Account Fee
2022-12-28 10:30:01+00:00,SindisiweM13,@FNBSA can u share more about ur Navigate vehicle
2022-12-28 10:29:16+00:00,NatashaAbdurah3,@MrBobbyV @EugeneMt @FNBSA I am also dragging my feet. I feel the same way. They are not the same bank from 3 - 5 years ago
2022-12-28 10:27:04+00:00,__Mr_West_,@FNBSA I need my card. Since November 😡
2022-12-28 10:26:29+00:00,pampas_rabele,@EugeneMt @FNBSA come this side.
2022-12-28 10:26:26+00:00,Khomby_Khuze,@FNBSA #LoveFNB
2022-12-28 10:25:52+00:00,ShakerShabalala,"I’m done with that stupid bank @FNBSA those ones are used to robbing people especially if you’re not financially woke, always check your balances after withdrawals"
2022-12-28 10:25:42+00:00,Malibongwe_Z,@FNBSA #LoveFNB
2022-12-28 10:25:18+00:00,bokamoso_mokone,@KFMza @FNBSA eWallet is my favourite easy to use #FNBCashFreeSummer @FNBSA @KFMza
2022-12-28 10:25:00+00:00,Malibongwe_Z,@FNBSA #LoveFNB
