Date,User,Nedbank_Tweets
2022-12-29 10:59:45+00:00,Nedbank,"@_welass Hi there, kinldy private message us more details on the issue that you are having so we can assist further"
2022-12-29 10:56:15+00:00,CGN_1977,"Just when I thought applying to bank with @Investec and leaving awful @Nedbank , a week since original contact and no switch forms emailed and the Twitter response pathetic claiming the bank has an influx of calls - what BS!!!!"
2022-12-29 10:50:50+00:00,AndrewV19554832,@Nedbank i would buy milk and bread for my household and also buy  bread for homeless people
2022-12-29 10:49:37+00:00,neo_kagiso,@touchphonik7SA @EugeneMt @Nedbank True.
2022-12-29 10:48:56+00:00,neo_kagiso,@MtungwaBk @EugeneMt @Nedbank @fnb Nedbank listens.... FNB doesn't
2022-12-29 10:47:40+00:00,Nedbank,@sphumeh 💚
2022-12-29 10:46:06+00:00,sphumeh,@Nedbank Thank you will check it out 🙂
2022-12-29 10:44:45+00:00,neo_kagiso,@EugeneMt @Nedbank I also just moved from FNB to Nedbank. FNB rips people off!
2022-12-29 10:41:54+00:00,Nedbank,"@LANGELIHLELIHL2 Hi there, Kindly send us private message with more details."
2022-12-29 10:40:35+00:00,neo_kagiso,@vongani2 @AbsaSouthAfrica @FNBSA @Nedbank @CapitecBankSA Exactly my concern...
2022-12-29 10:37:58+00:00,RodVoskuil,"It cannot be that in 2022 almost 2023 it takes 4 whole days to transfer money from one bank to another, public holidays or not. Why is this still common practice? We live in an electronic age! @StandardBankZA @FNBSA @CapitecBankSA @Nedbank @tymebankza @Discovery_SA"
2022-12-29 10:31:08+00:00,Nedbank,@setlamoroahae Setlabotjha we just a DM away 😎💚
2022-12-29 10:27:11+00:00,sean_ekapa,"Get rewarded whenever you spend, save or even when you’re managing your money well with @Nedbank Money App feature Greenbacks🥳, you can literally withdraw them as cash at any ATM #TakeYourMoneySeriously and click on the link below to download the app 
🔗: https://t.co/8OoY6sFeog https://t.co/VD5S4WBNXD"
2022-12-29 10:16:29+00:00,Nedbank,@idiMaps Our doors are open Idani 💚 Simply tweet us to get started
2022-12-29 10:14:37+00:00,Nedbank,"@Chester78573349 Thank you for showing your interest in us . You may click on the link for current vacancies as well as the requirements on our careers portal. https://t.co/psShgoOQKU 
Kindly note that all applications will need to be done via our careers portal."
2022-12-29 10:14:21+00:00,MissD31283,"@vongani2 @AbsaSouthAfrica @FNBSA @Nedbank @CapitecBankSA Had the same issue with, @FNBSA they did it 3 months in a row, I haven't had a bounced debit order in 7 years, lord knows how this affected my credit rating - they have apologized, but say nothing about the impact on my credit score"
2022-12-29 10:00:20+00:00,MandlaEndlovoo,"@Nedbank Use it for to buy petrol next week, back to the struggle🙆🏾‍♂️🙆🏾‍♂️🙆🏾‍♂️"
2022-12-29 09:57:36+00:00,Nedbank,@Maphela_Moekets C.L.B we're really sadden to hear this. Please send us a DM as to what has transpired for us to have the matter addressed accordingly. We're here to help and make things right.
2022-12-29 09:56:59+00:00,Nedbank,@cebisile_k 💚
2022-12-29 09:54:27+00:00,Ayanda_Kml,@Nedbank Can you please check your DM
2022-12-29 09:49:20+00:00,ndoyisilek,@Nedbank hi I have been trying to get help from your insurance I’m stuck on the roadside for over an hour. Please have someone call
2022-12-29 09:48:06+00:00,Nedbank,@Conquer_Modiba 💚
2022-12-29 09:46:43+00:00,MokweleValencia,@FighterJabu @EugeneMt @FNBSA I have long left this useless @FNBSA bank. They claimed I owed a hedious amount within a few months as a result of a few failed debit orders. I am with @Nedbank and life has since been good
2022-12-29 09:45:02+00:00,Conquer_Modiba,@EugeneMt Nedbank @Nedbank is one of the best
2022-12-29 09:43:14+00:00,Nedbank,"@Nolo141 Hi there Ms PM, we're really sorry for this. Have you been assisted yet?"
2022-12-29 09:43:01+00:00,Nedbank,@Dabongs1 💚
2022-12-29 09:40:52+00:00,Saint_Stara,@Nedbank No option for Dms
2022-12-29 09:39:44+00:00,MelV_Narrow,"@EugeneMt Personally, I would never move to @Nedbank. I’ve had the worst experience with them. Especially MFC! I would never want to see myself getting approval from them once I’m done with my car ka March next year! Ke shapo! @FNBSA has been treating me so well! 🙏🏾 I’m happy 🤞🏾"
2022-12-29 09:39:00+00:00,Nedbank,"@ttshepo1 Hi there , Our app is up and running , what error are you getting?"
2022-12-29 09:34:43+00:00,Nedbank,"@__LameAsh Please accept our apologies for the delay in response 💚

Kindly note that this is dependent on various factors, please send us a DM with your concerns so that we can this addressed with you 🙂"
2022-12-29 09:31:46+00:00,Nedbank,"@Mosikari We would be delighted to have you jpin us , simply private message us💚"
2022-12-29 09:28:56+00:00,Nedbank,"@shakes_1503 Please accept our apologies for the delay in response Sheldon 💚

Kindly note that your matter has been escalated accordingly and feedback will be provided as soon as possible."
2022-12-29 09:19:27+00:00,Mosikari,"@EugeneMt I was planning to leave @AbsaSouthAfrica and move to @FNBSA, based on these reviews I think @Nedbank will do."
2022-12-29 09:10:17+00:00,Nedbank,@MNtlaone Please DM us more details so we may assist further.
2022-12-29 09:07:47+00:00,LixaN07,@Nedbank Your DMs are closed I'll visit your Vincent branch in East London
2022-12-29 09:06:07+00:00,Dumie_Mafunda,@Maphela_Moekets @Nedbank What is your bad experience with Nedbank??
2022-12-29 09:01:22+00:00,Nedbank,@RankoSeitei 💚
2022-12-29 08:58:05+00:00,KhanyisileMts17,@MNtlaone @EugeneMt @Nedbank I'm currently going through Twitter to see if there's a glitch or what with Nedbank. I woke up with ridiculous bank charges.
2022-12-29 08:56:07+00:00,idiMaps,@EugeneMt Just switched to @FNB  2 months back and reading all this comments I'm scared @nedbank I'm might be your next customer
2022-12-29 08:50:20+00:00,Charles48253336,@SedikoR @MbalulaFikile @The_DSD @Absa_CIB @StandardBankZA @FNBSA @Nedbank @CapitecBankSA @Investec Will attend this one
2022-12-29 08:50:18+00:00,Chester78573349,"@Madam_PB I have 1 year experience working as an IT Support Intern. My qualification is National Diploma Information Technology:Software Development. @Vodacom , @Nedbank , @StandardBankZA, @AbsaSouthAfrica @CapitecBankSA"
2022-12-29 08:48:01+00:00,Nedbank,@buti_mthembu1 We have replied to your private message :)
2022-12-29 08:44:48+00:00,LANGELIHLELIHL2,@Nedbank @SiceloZuma9 Your charges are starting to worry me last month you charged me R300 even today I woke up with R300 less in my bank account ngithi imali ye Jameson angiyithathephi?
2022-12-29 08:41:45+00:00,MpVibesX,@EugeneMt @Nedbank 🤍🇿🇦
2022-12-29 08:35:08+00:00,SasolSA,@Onalenna0713 @Madam_PB @koketso_ngoato @Nedbank Hello. Thanks for the tag. Click here to access our career portal https://t.co/MlyxktzOSW  We recommend you create a profile and enable alerts to get notifications when relevant opportunities are advertised
2022-12-29 08:34:38+00:00,Nedbank,@BoitumeloJB We are just a tweet away Boitumelo💚
2022-12-29 08:34:03+00:00,setlamoroahae,"You must be the lucky one, I have more than R80k fixed savings with @FNBSA yet when I needed a loan they said I qualify for R7000🤣🤣, I think I should also consider moving to either @Nedbank or @StandardBankZA"
2022-12-29 08:33:24+00:00,SasolSA,@MamaThatii @Madam_PB @Nedbank Hello. Thanks for the tag. Click here to access our career portal https://t.co/MlyxktzOSW  We recommend you create a profile and enable alerts to get notifications when relevant opportunities are advertised
2022-12-29 08:31:02+00:00,AsinganungoM,Bank with @Nedbank everyday Yoh this bank just saw an extra R2k on my bank account lmao 🤣 I think it’s that greenbacks thing 🤣✔️✔️
2022-12-29 08:31:02+00:00,buti_mthembu1,@TeePee_Disciple @Nedbank @Nedbank do the right thing 👆
2022-12-29 08:24:02+00:00,BoitumeloJB,"I'm definitely switching to @Nedbank , I'm happy with the reviews."
2022-12-29 08:23:33+00:00,Nedbank,"@Farisani12 Hi there, we are sorry to hear this. Kindly private message more details or any references that you may have so that we may follow up on this for you."
2022-12-29 08:18:28+00:00,Nedbank,@magomaok We'd be happy to have you as a part of our Green family 💚 Kindly DM us your ID and contact number when you're ready to see money differently 🙂
2022-12-29 08:17:15+00:00,Nedbank,@vibeybee Thank you for showing your interest in us . You may click on the link for current vacancies as well as the requirements on our careers portal. https://t.co/psShgoOQKU Kindly note that all applications will need to be done via our careers portal.
2022-12-29 08:11:17+00:00,Nedbank,@DimphoThups Thank you for showing your interest in us . You may click on the link for current vacancies as well as the requirements on our careers portal. https://t.co/psShgoOQKU Kindly note that all applications will need to be done via our careers portal.
2022-12-29 08:08:44+00:00,Nolo141,"@Nedbank @Sandile16617459 @Nedbank Shelley beach can you stop making us queue outside the door, covid regulations long called off so what are you still doing"
2022-12-29 08:06:25+00:00,ttshepo1,"@Nedbank you can't be down for 2 days, I've been trying to login on my app"
2022-12-29 08:05:34+00:00,Nedbank,"@I_Am_Lerato Hi Lerato, we have responded to your private message."
2022-12-29 08:04:32+00:00,__LameAsh,What's your waiting time at Banks to get assisted @Nedbank
2022-12-29 08:03:39+00:00,Nedbank,@Savage_Cadre 💚
2022-12-29 08:02:40+00:00,DimphoThups,"@Madam_PB @Seda_dsbd @Nedbank Ievel 1 business advisor position would do for now, I need to renovate My home and buy a car, also @theNWU you can not always reject My application due to capacity I need to further my studies do better please."
2022-12-29 08:02:29+00:00,touchphonik7SA,@EugeneMt @Nedbank Nedbank is compassionate. Had similar experience with FNB.
2022-12-29 08:02:05+00:00,Nedbank,"@yvonnemase Hi Yvonne, thank you for sharing this with us. We will certainly share this with our teams :)"
2022-12-29 08:01:31+00:00,Savage_Cadre,@Nedbank Thank you
2022-12-29 08:00:26+00:00,Nedbank,@omphemabe_ 💚
2022-12-29 07:59:39+00:00,shakes_1503,"@EugeneMt The grass is not always greener on the other side @Nedbank is just the same the staff is dont care you cant even talk to them directly in serious matters its like writing a letter you might never be helped,you are just a number I am  a client of 12 years and also formerly at FNB"
2022-12-29 07:53:29+00:00,Nedbank,@RedRumForever 💚
2022-12-29 07:49:51+00:00,MNtlaone,"@Nedbank As long no one wants to explain why we got charged for your mistakes, and not willing to share with me those voice recordings, I'll not take your non sense"
2022-12-29 07:49:51+00:00,KailasB,@EugeneMt I am pleased to be a @Nedbank client. I am primary banked with them. Always helpful... My husband banked with FNB they don't do much  for their clients at all.
2022-12-29 07:44:58+00:00,nes_kamogelo,@EugeneMt @Rb__sa No one does it like @Nedbank shem. No one.💚
2022-12-29 07:42:32+00:00,RankoSeitei,@Nedbank @wannganwana Enjoy Nedbank this ones are serious about financing assets. @FNBSA I left them as well. Moving trust account next year to Nedbank as well.
2022-12-29 07:39:01+00:00,Nedbank,@Luleko_Mtshali 💚
2022-12-29 07:37:01+00:00,Nedbank,@MathopeGosebo You may respond via the private message sent
2022-12-29 07:35:50+00:00,Nedbank,@Bonganimgaba Thank you for showing your interest in us . You may click on the link for current vacancies as well as the requirements on our careers portal. https://t.co/psShgoOQKU Kindly note that all applications will need to be done via our careers portal.
2022-12-29 07:34:46+00:00,Bonganimgaba,@Madam_PB @Nedbank 🙏🏽
2022-12-29 07:33:32+00:00,omphemabe_,@Nedbank is honestly my fighter 🥺🥺!! I love that bank so much!!
2022-12-29 07:29:58+00:00,LindoMk45190926,Yeah call me old fashioned but y’all can hold your apple wallets on your phone that’s about to die… sheesh😮‍💨 @Nedbank https://t.co/SXaR2u5zqf
2022-12-29 07:29:00+00:00,MtungwaBk,"@EugeneMt @Nedbank Guys don’t say this, I have a meeting with FNB today planning to move my @Nedbank car finance to @FNB I’m financed by Nedbank but banking with FNB for more than 20 years"
2022-12-29 07:24:23+00:00,SedikoR,"We will be dealing with anxiety and depression in men. Some men are dying in silence. DM for more details
#SuicidePrevention
#SuicideAwareness
@MbalulaFikile
@The_DSD
@Absa_CIB @StandardBankZA @FNBSA @Nedbank @CapitecBankSA @Investec https://t.co/tVZqcUQ2AY"
2022-12-29 07:18:04+00:00,Tchedza3,"@Nedbank Nedbank American Express Card 
#NedbankAmericanExpress"
2022-12-29 07:10:03+00:00,Pheloendy,"#NedbankAmericanExpress @jacarandafm @Nedbank my extreme cutting costs  I do grounds myself,cleaning yard,Trimming hedge,Trees and grass cutting and my sister has school transport she drops me to work 3 days a week. I save a lot"
2022-12-29 07:08:55+00:00,Nedbank,"@LixaN07 Good day @LixaN07, how does a PAY AS YOU USE business account sound? Want to know more, send us a DM with your personal details so we can discuss further. https://t.co/YmCt2JeH7f"
2022-12-29 07:05:52+00:00,Nedbank,@Carol91588585 Nedbank has you covered 💚
2022-12-29 07:03:00+00:00,Nedbank,"@PreciousGundo Hi Precious, kindly advise if your business is registered and how many directors are there."
2022-12-29 06:59:51+00:00,vibeybee,@Madam_PB @Nedbank @FNBSA @AbsaSouthAfrica @OldMutualSA
2022-12-29 06:59:14+00:00,magomaok,"@EugeneMt I thought I was the only one, but I was wrong. @FNBSA credits are racially profiled, and I've been with them for 12 years. @Nedbank, please open the doors for me as I am ready to enter."
2022-12-29 06:54:51+00:00,PuseletsoBushy,@EugeneMt @maps09667970 Fnb employee told me the bank doesn't borrow none white money. They even declined her car finance when her credit score was excellent. @StandardBankZA @Nedbank and @Absa came through. My friends home loan was also declined. Other banks came through. I'll nerve bank with @FNBSA
2022-12-29 06:53:50+00:00,Nedbank,"@Mulovhedzivhoni Please accept our apologies for the delay in response 💚

Kindly send us a DM with your detail so we can get you connected to our Home loan team to advise and assist you with this process 🙂"
2022-12-29 06:44:57+00:00,Nedbank,"@Dumie_Mafunda Hi there, Thank you for taking the time our to share the love💚💚💚💚. #AwesomeClient"
2022-12-29 06:44:36+00:00,I_Am_Lerato,@Nedbank Please respond
2022-12-29 06:43:48+00:00,yvonnemase,"@Nedbank Two days ago I went to NEDBANK ATMs, ACORNHOEK MALL and found only 1 ATM working (bank closed for the holidays).  I dialled the Helpline Number and got nicely assistrd by Vivien Motilall, working for Nedbank, Umhlanga in Durban.  Call reference number is 62993489."
2022-12-29 06:37:11+00:00,Nedbank,"@AbelRambau05 Hi Rams, we would love to have you as part of the family. Kindly send us your details via a private message so that we can assist you further."
2022-12-29 06:35:33+00:00,Nedbank,"@smojaki Hi Eugene, kindly send us a private message with your details so that we can assist you. Alternatively, you can click on the link for more information : https://t.co/JOi8PsfCYL"
2022-12-29 06:32:34+00:00,Nedbank,"@MNtlaone Hi Legacy, We are continuously looking for way to enhance our services whilst keeping pricing competitive, we understand your concerns and like to assure you that our teams have taken into consideration numerous factors when it comes to pricing of our ... https://t.co/15fKLUM0uq"
2022-12-29 06:31:20+00:00,Luleko_Mtshali,@Nedbank Dankoo
2022-12-29 06:14:44+00:00,Nedbank,"@I_Am_Lerato Hi there , we have sent you a DM."
2022-12-29 06:13:48+00:00,wills071,@EugeneMt Come the end of January I'm leaving  FNB after 37 years refused to finance my 2 cars. Thanks to @Nedbank for good service. I'm changing my habitat. Nedbank loading...
2022-12-29 06:12:11+00:00,Nedbank,@Luleko_Mtshali You would need to speak to a business banker who would provide you with all the information you require and answer any questions you may have.
2022-12-29 06:12:05+00:00,Nedbank,@DecoSindisa 💚
2022-12-29 06:11:39+00:00,MoshMoshWaLove1,"@SishiNkulu @EugeneMt @Nedbank I moved from Standard Bank to Nedbank in my personal capacity after the same issue. I have been very happy with Nedbank so far. My business however is still at FNB and in 2 years of growth, they have offered me nothing. I am definitely moving next year."
2022-12-29 06:10:22+00:00,EsihleKokozela,@Madam_PB @Nedbank
2022-12-29 06:01:48+00:00,Nedbank,"@jewelmuy Yes we offer unique, world-class banking and investment solutions for the international client 💚

Click on this link for all the information : https://t.co/VwDl4VHvN8"
2022-12-29 05:56:46+00:00,TeePee_Disciple,@Nedbank @buti_mthembu1 Can I get a Polo GTi please…😢😋
2022-12-29 05:56:22+00:00,Nedbank,"@Jlkperfumes1 Hi there JLK PERFUMES, yes our teams can certainly assist however this can only be done inside a Nedbank branch :)"
2022-12-29 05:56:10+00:00,Lufuno_25,@Elizzjoanna @EugeneMt @FNBSA @Nedbank Ok thank you
2022-12-29 05:52:11+00:00,LixaN07,@EugeneMt @Rb__sa @FNBSA @AbsaSouthAfrica @Nedbank @CapitecBankSA which of you have a good bussiness account for a growing farmer...
2022-12-29 05:48:29+00:00,Carol91588585,@EugeneMt Wow I never knew this that many are not happy with @FNBSA as I thought most people were happy with them but as for me their bank charges are ridiculous so we move @Nedbank get ready we are all changing addresses so your consultants should be ready for us next week.
2022-12-29 05:46:00+00:00,PreciousGundo,@Nedbank @Sandile16617459 Hy I would like to open business account with nedbank. What is needed
2022-12-29 05:37:25+00:00,TeePee_Disciple,@sbu15072252 @EugeneMt @CapitecBankSA @Nedbank I guess the best about Capitec is those long queues you find at the ATM 🏧…🤔🤣🤣🤣🤣
2022-12-29 05:33:02+00:00,keitu_davashe,@Nedbank Aowa ntsenyeng hle
2022-12-29 05:25:29+00:00,InnocentSishi,@MoshMoshWaLove1 @EugeneMt @Nedbank And you will never regret it.. I’ve heard of great benefit’s kwa Nedbank.. I’ve been using the other bank since my first year varsity but told me i don’t qualify for credit card while every other bank is willing to give me the credit card.
2022-12-29 05:19:22+00:00,Dumie_Mafunda,@Nedbank @Takalani_Tk I've been banking with Nedbank for over 13 years now best service ever excellent call center agents constant communication with clients flexibility overdraft service Nedbank is wooow 👌 for me
2022-12-29 05:18:28+00:00,MoshMoshWaLove1,@SishiNkulu @EugeneMt @Nedbank I think this is the next step for me also…
2022-12-29 05:18:21+00:00,Zikhona_SJ,@Madam_PB @Nedbank
2022-12-29 05:16:41+00:00,SamMakwakwa,@Saint_Stara @EugeneMt @FNBSA @Nedbank Same experience that i had with them.
2022-12-29 05:15:46+00:00,Lufuno_25,@EugeneMt @FNBSA I haven't been using them for the longest time when I try to open an account and do Internet banking they still wanna use My old login details u can't even reset them without visiting the branch and @Nedbank made it easy for me to reset My profile over the phone I'm happy
2022-12-29 05:14:25+00:00,morwatjatji,"@EugeneMt I moved over to @Nedbank for the very same reasons (mortgage &amp; car financing), and thus far, I'm happy with them. There's no hustle whenever I need financial assistance with them, unlike @FNBSA"
2022-12-29 05:14:06+00:00,AbelRambau05,@Nedbank @Takalani_Tk Count me inn am switching my salary to u guys
2022-12-29 05:11:48+00:00,MoshMoshWaLove1,"@EugeneMt This a @Nedbank appreciation post 💚

Thank you for my business loan and my vehicle.

@Standardbankza could never"
2022-12-29 05:11:30+00:00,smojaki,"@Nedbank @EugeneMt May I also have a gold/silver card with guys

Email me at smojaki@gmail.com"
2022-12-29 05:10:15+00:00,TeePee_Disciple,@Nedbank @AndiswaPooe Yet again they are declining to finance me…🚮🚮
2022-12-29 05:09:42+00:00,Lufuno_25,@EugeneMt @nedbank can't give me an overdraft even though my salary is being paid to their account
2022-12-29 05:09:18+00:00,TeePee_Disciple,@RealQueen_Norma @EugeneMt @Nedbank Welele…
2022-12-29 05:07:41+00:00,Nedbank,"@AndiswaPooe Hi Andiswa, we a message away when his ready. We will be happy to have him as part of the green family💚💚"
2022-12-29 05:04:08+00:00,JonnyDaps,"@papa_keo4 @fezgwayi @EugeneMt Banks &amp; BANKING in #SouthAfrica are the Pits.. Even worse when You're BLACK and Looking for CREDIT.

@FNBSA vs @Nedbank"
2022-12-29 05:02:57+00:00,MNtlaone,"@EugeneMt @Nedbank Check your bank charges, Nedbank is hell, they'll suck you when you don't even realise"
2022-12-29 05:00:57+00:00,Lloydi_Boy,"The @Nedbank Money App gives you free access to view your credit score at the touch of a button! As a #NedbankPartner, listen as to why it’s important to know &amp; understand your credit score. #TakeYourMoneySeriously!

Also, you don't have to bank with nedbank to use this feature! https://t.co/9t2DHddz74"
2022-12-29 05:00:08+00:00,metsing909,"@EugeneMt I've been with @Rb__sa for the past 15 years but they can't offer me a Credit Card, I'm switching my salary to @Nedbank next month after they gave me a positive response. I'm really disappointed with @Rb__sa , their service sucks nowadays."
2022-12-29 04:55:17+00:00,viter54,@EugeneMt @FNBSA is the worst!!! Next week im going to close my FNB account and changing to @Nedbank or @StandardBankZA still trying to see which bank is the most student friendly
2022-12-29 04:50:21+00:00,bafana_msimang,@Nedbank why are my other account balances not increase even though the money sent is reflecting on the list. R1500 sent to me never increase the balance🤔 where is the money Nedbank?
2022-12-29 04:46:48+00:00,Nedbank,@buti_mthembu1 Only a pleasure :)
2022-12-29 04:42:49+00:00,buti_mthembu1,@Nedbank Thank you very much
2022-12-29 04:30:33+00:00,Rich_Mtungwa,"@mogapimk @Bheki_Nyathi @StandardBankZA @FNBSA @AbsaSouthAfrica @Nedbank @CapitecBankSA But Capitec will make your life easier, just work on your trust issues uzobona"
2022-12-29 04:28:48+00:00,craig0817725507,"@shadyservice @Nedbank @MTNza No Nedbank can’t help you, I’m now dealing with an unauthorised debit contract from cell-C which bypassed the Nedbank’s debicheck and is now reflecting bad on my score, they approved a debit without my concern n now it looks like I’m a bad payer to a fraud account 🤬"
2022-12-29 04:24:33+00:00,I_Am_Lerato,Hello @Nedbank i redeemed my greenbucks to buy airtime hours ago. Still nothing.
2022-12-29 04:20:38+00:00,AmyN31,"@EugeneMt I also moved from @FNBSA after @Nedbank approved our home loan  also @Nedbank is frustrating at first appically, as FNB is ahead of the game technology wise but their service👎🏼👎🏼"
2022-12-29 04:10:58+00:00,zekzain100,@FighterJabu @EugeneMt @FNBSA frustrating as if they are the only door we could knock on. Hell .  @nedbank gave me better deals thus far
2022-12-29 04:07:14+00:00,RealQueen_Norma,"@EugeneMt @Nedbank Nedbank is the place to be, I moved from FNB to Nedbank 2years ago. For me it was FNB's racism...."
2022-12-29 04:02:03+00:00,lekaumakgosa,"@Nedbank @Takalani_Tk I'll be visiting your Clearwater branch, today, to switch"
2022-12-29 04:00:03+00:00,jewelmuy,@Nedbank @radebe470 Do you have non res accounts?
2022-12-29 03:56:00+00:00,Yemigiwaz,@ed_waletrphaa @EugeneMt @Mr___________MT @Nedbank @FNBSA I currently have the same problem @FNBSA when you call helpline to assist you get no help
2022-12-29 03:54:09+00:00,Jlkperfumes1,@Nedbank @Takalani_Tk Good day Nedbank. Do you guys open account with a refugee status?
2022-12-29 03:36:15+00:00,Yemigiwaz,"@EugeneMt Actually nothin +ive wit @FNBSA after all dis years as a customer with them. Crazy bank charges now R230mthly etc, helpless customer service to get debt order cancelled n d only bank who declined my home bond, got d best offer @Nedbank n still happy till date. Wanna leave 😭"
2022-12-29 03:08:32+00:00,Bigbrai09792384,@Madam_PB @Nedbank are leading the pack.Why are they the employer of choice?
2022-12-29 02:50:26+00:00,Nedbank,@EugeneMt Were just a message away should you need us💚
2022-12-29 02:35:48+00:00,EugeneMt,"@Nedbank I dod not lose my house even during lockdown when our sector was the hardest hit by the pandemic and got totally shutdown with zero income, I still communicated with Ms Tersia Engelbrecht who has been such an angel on earth. So let's move to Nedbank and leave FNB"
2022-12-29 02:33:48+00:00,PPRESIDENCE,"@Nedbank @Sandile16617459 Nedbank is still the best bank in South Africa. Every institution may have problems (as institutions are made of people) but the difference with Nedbank is that they don't shy away from acknowledging their mistakes, correcting them and apologizing. For 15 years, NB stood by us!"
2022-12-29 02:27:41+00:00,Nedbank,@EugeneMt We have sent you a private message you can respond to😊
2022-12-29 02:25:18+00:00,watchkitty007,@EugeneMt After reading these comments I am tempted to move to @Nedbank as @FNBSA is not honering debit order dates. Can anyone share their experiences with Nedbank regarding debit order dates?
2022-12-29 02:18:03+00:00,watchkitty007,@Lungelo09 @EugeneMt @Nedbank Agreed also tempted 🤔
2022-12-29 02:07:16+00:00,Nedbank,@9090Offices We would love to address any concerns and request you send us a private message with finer details so we can assist further💚
2022-12-29 01:54:29+00:00,9090Offices,@Nedbank @AyandaNobanda I was denied to open a account @phalaborwa  branch..... how ever FNB did stop in.....🙏
2022-12-29 01:29:34+00:00,Nedbank,@KciCharlie Hi there. you can email your CV to our recruitment team at Jobs@Nedbank.co.za or visit https://t.co/psShgoPoAs for opportunities available. Best of luck😊
2022-12-29 01:19:37+00:00,KciCharlie,@Madam_PB @Nedbank
2022-12-29 01:11:35+00:00,Lebza_TEX,"@EugeneMt @FNBSA is a nightmare. My account was frozen and there's zero comms from them as to why. To this day, no one can help me. How ironic. Anyway, I've built a relationship with @Nedbank too and couldn't be happier! Waiting for FNB to unfreeze my account so I can nicely close it."
2022-12-29 01:01:57+00:00,tryiemufas,"@EugeneMt Are these real  official handles of @FNBSA @Nedbank ,
I just want to make it clear that us foreigners we can afford those loans, bond but the way yu segregate us make us regret being born outside south africa"
2022-12-29 00:53:30+00:00,Nedbank,@Sandile16617459 Please send us a private message with your details so we may assist further Sandile.
2022-12-29 00:39:45+00:00,Sandile16617459,@Nedbank I’ve been trying to update my withdrawal limit on the app as well in the branch even the call centre but Nedbank failed to assist. I want to be able change the limit anytime as i used to maximum amount of R9900.00 my name is Selby Sandile Tom.
2022-12-29 00:23:07+00:00,Nedbank,"@TS_Musi Hi Thuso, you can email your CV to our recruitment team at Jobs@Nedbank.co.za or visit https://t.co/psShgoPoAs for opportunities available. Best of luck💚"
2022-12-29 00:17:52+00:00,Nedbank,"@Sandile16617459 please send us a private message with finer details of your concerns so we may assist further, we are always here to assist💚"
2022-12-29 00:15:05+00:00,Nedbank,"@NNtobe3 please send us a private message with finer details of your concerns so we may assist further, we are always here to assist💚"
2022-12-29 00:08:12+00:00,TS_Musi,@Madam_PB I'd love to work as a Corporate and Investment Banker  (CIB) at @Nedbank @NedbankCIB
2022-12-29 00:05:54+00:00,Nedbank,"@sphumeh Hi Mashandu, our Nedbank 4me kids account has Zero monthly maintenance fees, Free card swipes along with Nu Metro movie offers😊 You can have a look at this link for more info: https://t.co/0RNorl8XkM"
2022-12-29 00:02:20+00:00,NNtobe3,"@Nedbank your pay and clear on app, is nonsense, work on it"
2022-12-29 00:02:06+00:00,Nedbank,"@rauhaaaaa Hi Sana, kindly note that you will need to email your CV to our recruitment team at Jobs@Nedbank.co.za or visit https://t.co/psShgoOQKU for opportunities available. Best of luck💚"
2022-12-28 23:47:12+00:00,Nedbank,@ModupoPhemelo please email your CV to our recruitment team at Jobs@Nedbank.co.za or visit https://t.co/psShgoOQKU for opportunities available💚
2022-12-28 23:35:32+00:00,sphumeh,Which bank offers great benefits for kids bank account @Nedbank @Absa @StandardBankZA @FNB @Discovery_SA
2022-12-28 23:24:17+00:00,rauhaaaaa,@Madam_PB intern at @Nedbank 🥺
2022-12-28 23:11:24+00:00,Nedbank,"@WIII_Vladimir_X Hi there, your feedback is truly concerning. Please send us a DM, with finer details to address your concerns."
2022-12-28 23:06:43+00:00,Nedbank,@tendaimadziya Thank you for your positive feedback 🙂 Have a great day further.
2022-12-28 23:00:13+00:00,Nedbank,@Xolane_Skoth Please send us a private message with finer details of your query so we can assist further.
2022-12-28 22:58:23+00:00,Nedbank,"@ThabangZop Hi there, you can email your CV to our recruitment team at Jobs@Nedbank.co.za or visit https://t.co/psShgoOQKU for opportunities available. Best of luck💚"
2022-12-28 22:55:40+00:00,ModupoPhemelo,@Madam_PB @Nedbank
2022-12-28 22:39:29+00:00,Nedbank,"@Matolengweee Thank you for choosing us 🙂 We're a DM away if you need any assistance, have a great day 💚"
2022-12-28 22:35:19+00:00,Nedbank,@Qengeba_J Thank you for sharing your positive feedback 🙂 🙌 Have a great day further.
2022-12-28 22:27:14+00:00,Nedbank,"@gobamphe Hi gobos, this doesn't sound right. Please DM us, your details to look into this for you."
2022-12-28 22:25:37+00:00,Nedbank,@gobamphe We are truly sorry to hear about your experience and have responded to your previous post. 💚
2022-12-28 22:25:36+00:00,Nedbank,@rebeccamaponya1 💚💚💚
2022-12-28 22:24:35+00:00,Nedbank,"@gobamphe Hi gobos, we are extremely sorry to hear about your experience. 🙁Kindly DM us your details to address your concerns with our teams."
2022-12-28 22:24:28+00:00,Nedbank,"@MrTeeks We're just a tweet away! 💚
And would love to welcome you to the Nedbank family."
2022-12-28 22:24:25+00:00,Nedbank,@Savage_Cadre Kindly visit https://t.co/psShgoOQKU for available opportunities. Best of luck 💚
2022-12-28 22:20:16+00:00,NeTsi02,@Nedbank
2022-12-28 22:18:54+00:00,Nedbank,"@JB_Rothschild3 Thank you for your awesome feedback, Jonathan. 🙌💚"
