Date,User,Standard_Tweets
2022-12-24 14:05:30+00:00,mikezwini87,@StandardBankZA I don't have 😭
2022-12-24 14:05:20+00:00,nthabiseng_teme,"@Abulele_G @MichaelBucwa @StandardBankZA Which branch did you go to? ,maybe i can go there as well"
2022-12-24 14:03:18+00:00,Ginger_ess,"@StandardBankZA No it's all good,have a great day."
2022-12-24 13:59:44+00:00,lizamcooper,@StandardBankZA Oh yes I’m with them 🤸🏽‍♀️🤸🏽‍♀️#HowAboutNowSummer #ItCanBe
2022-12-24 13:59:15+00:00,ThandivMqwathi,"@StandardBankZA Ooh yes we have  🥰😍💃💃🥂

#HowAboutNowSummer"
2022-12-24 13:57:41+00:00,StandardBankZA,"@Ginger_ess Hello Nkateko, may you kindly tell us more about your experience?"
2022-12-24 13:54:56+00:00,StandardBankZA,"@Panuza6 Which of these have you been able to do more of this summer, Panuza?🙂 #HowAboutNowSummer"
2022-12-24 13:50:30+00:00,StandardBankZA,"@lizamcooper Have you been able to spend time with your family this summer, Idinga? 😁 #HowAboutNowSummer"
2022-12-24 13:50:28+00:00,Preshhuss1,@StandardBankZA It's as good as it can be 😁
2022-12-24 13:48:56+00:00,StandardBankZA,"@emsistahs Thank you for getting in touch with us, Sarah. Did you call the team to stop your card or did you use the app?"
2022-12-24 13:47:50+00:00,StandardBankZA,"@DimakatsoS05 Love it, Dee!💙 Where would you like to take that vacation, fam?🙂 #HowAboutNowSummer"
2022-12-24 13:45:45+00:00,StandardBankZA,"@Preshhuss1 We are sorry to hear that, Preshhuss.💙 Are you having a great festive season, though? 🙂#HowAboutNowSummer"
2022-12-24 13:45:09+00:00,emsistahs,@StandardBankZA had the most appalling service from Standard Bank today following one of your machine swallowing my card and then you placing a soft block on all my cards….and this all on Christmas Eve when I had to pay staff and do last minute shopping! 😱
2022-12-24 13:43:06+00:00,StandardBankZA,"@Sibusis31696721 We see you, Sibusiso😉. Have you been enjoying your summer? #HowAboutNowSummer"
2022-12-24 13:40:55+00:00,StandardBankZA,"@LennyZee_Mmenu Lenny, are you ready with that Christmas Drip, fam? 🙂 #HowAboutNowSummer"
2022-12-24 13:39:15+00:00,StandardBankZA,"@SwidiLami Ayeye!🕺🏼Have you been doing a lot of dancing this summer, Swidi🙂. #HowAboutNowSummer"
2022-12-24 13:36:10+00:00,StandardBankZA,"@xolani922 Xolani, how is your summer going?😁 #HowAboutNowSummer"
2022-12-24 13:34:17+00:00,StandardBankZA,"@kutulips Awesomeness! What do you love about being UCount Rewards member, Kermit?🙂 #BecauseUCount #HowAboutNowSummer"
2022-12-24 13:31:41+00:00,StandardBankZA,"@inspirEd_2win Lol, which one is that one, fam?🤔 #HowAboutNowSummer"
2022-12-24 13:13:41+00:00,StandardBankZA,"@romeo_52463 Hi Julian, first, we would like to apologise for the frustration you've been experiencing recently. Are you saying you were charged for your card being retained by the ATM?"
2022-12-24 13:11:52+00:00,PhakamaniNhlan1,"@StandardBankZA True
#BecauseUCount
#HowAboutNow @StandardBankZA"
2022-12-24 13:11:41+00:00,malose_lml,@Ofentse06642146 @RunningWithTum1 @TotalsportsSA @cg_nedbank @Ndumie_Mcyong @StandardBankZA @tumisole Thank you champ
2022-12-24 13:04:14+00:00,romeo_52463,"@StandardBankZA 
Standard bank is the worse bank to ever deal with, the amount of inconvenience i have experienced as a titanium card holder is unbelievable and pathetic. I have had my card swallowed twice in 1 week ,of which i had to take on the expense of applying for a new car"
2022-12-24 12:50:21+00:00,_Sphephelo,@StandardBankZA lets make this happen. 84 months and 70% residual 🤝🏾🤝🏾
2022-12-24 12:49:31+00:00,zaki_mab,@StandardBankZA I already did that earlier this month; and then you guys just sent me other email addresses to send emails to.
2022-12-24 12:42:37+00:00,UnCuTKally,"@CapitecBankSA @FNBSA @StandardBankZA @Nedbank @Discovery_SA @AbsaSouthAfrica  do the right thing y’all, the power of automation comes with flexibility, scalability and opportunities for customers to get more for less, please do something, we can’t continue to suffer like this."
2022-12-24 12:42:02+00:00,Keen25661809,@_AsiwajuLerry @StandardBankZA chartered Bank  is the best bank this yr
2022-12-24 12:41:50+00:00,StandardBankZA,"@pheladi_mashao Hi Pheladi, that does not seem right and we understand your frustrations. Please may we ask you to DM us your details as we would like to investigate this matter."
2022-12-24 12:41:27+00:00,IamPabi_23,"@StandardBankZA 🛋🛋🛋🛋🛋🛋🛋🛋🛋🛋
#HowAboutNowSummer"
2022-12-24 12:36:12+00:00,StandardBankZA,"@ltee_the_kid Hi ltee_the_kid, your comment concerns us and we would like to reach out to address any unresolved queries you may have. Please may you DM us more details for us to assist."
2022-12-24 12:28:05+00:00,pheladi_mashao,@StandardBankZA  What is the use of an immediate paying and still requires me to call the bank to clear it? You fail to serve us... I'm billed for immediate payment but the recipient still has to wait for over 12 hours to receive the money. This is bull
2022-12-24 12:27:19+00:00,ltee_the_kid,@MichaelBucwa @StandardBankZA is probably the worst bank in SA
2022-12-24 12:22:05+00:00,MrHandsome___sa,@MichaelBucwa 🤔now that you have asked I have been with @StandardBankZA   since 2015 March the only issue I have is I was scammed in 2019 did all they asked the response was the money has been cleared from the account it was transferred to so they can't refund me.  But ngihappy overally
2022-12-24 12:18:18+00:00,StandardBankZA,"@akayla23_sa Please send us a DM with your contact details, ID number and a screenshot of the transaction in question."
2022-12-24 12:16:27+00:00,ThulisileBambi2,@MichaelBucwa @StandardBankZA ngeke uyisole
2022-12-24 12:16:09+00:00,LesegoLekoma2,@MichaelBucwa @StandardBankZA
2022-12-24 12:06:29+00:00,Just_Itu06,"@StandardBankZA Twice a year, April and December. Because of work and my studies I don't have much time to go there and see them"
2022-12-24 12:00:31+00:00,taurus_theo,@StandardBankZA 👟 #HowAboutNowSummer
2022-12-24 11:51:53+00:00,akayla23_sa,@ZOLANZKIMINAJ @StandardBankZA Dude I Had Already Paid For Netflix Then Days Later They Charged Me For The Same Debit Order Saying It’s An Honouring Fee😭 Njani?
2022-12-24 11:51:24+00:00,StandardBankZA,@akayla23_sa It stays on outstanding authorization with the cheque account until it is cleared by the merchant.
2022-12-24 11:50:16+00:00,DZIMBA_BN,@StandardBankZA 🛋️ #HowAboutNowSummer
2022-12-24 11:46:49+00:00,akayla23_sa,@StandardBankZA Still Doesn’t Make Sense Cause When Money Is Debited It Is Immediately Out Of That Account. So When You Only Had Money To Cater For That Debit Order Obviously When It’s Charged You’ll Be Left With Insufficient Funds. Standard Bank Is A Great Bank But You’ll Lose Customers. ✌🏻
2022-12-24 11:35:55+00:00,StandardBankZA,"@mcoanazysuper We love to see it, Debacho 😀. Where are you off to? 🧳 #HowAboutNowSummer"
2022-12-24 11:33:51+00:00,StandardBankZA,"@mikezwini87 We love the drip, Mike 😎. Do you have an outfit to go with those amazing shoes? 💃 #HowAboutNowSummer"
2022-12-24 11:31:58+00:00,StandardBankZA,"@M_ahlodi Backyard chilling is going to be a vibe this summer, Mahlodi 😎. Who are we spending these backyard summers with? 💃 #HowAboutNowSummer"
2022-12-24 11:29:51+00:00,ZOLANZKIMINAJ,"@akayla23_sa @StandardBankZA I was charged while sitting at home watching tv, I didn't even order anything online 🤣😭 kodwa their reasoning is making a transaction with insufficient funds lol"
2022-12-24 11:29:31+00:00,StandardBankZA,"@akayla23_sa Merchants take 2-3 days up to 6 months to bank their transactions. Furthermore, funds need to be available and enough to cater for these transactions."
2022-12-24 11:28:50+00:00,StandardBankZA,"@Najuma65731390 We appreciate you, Najuma 😊. We wish you a season full of light and laughter for you and your family. 💙 #HowAboutNowSummer #ItCanBe"
2022-12-24 11:26:29+00:00,StandardBankZA,"@Just_Itu06 They must be excited to see you, Itu 😋. How often do you visit your relatives in Durban? 💙 #HowAboutNowSummer"
2022-12-24 11:25:41+00:00,akayla23_sa,@StandardBankZA @ZOLANZKIMINAJ That Is So Not Accurate Because A Debit Order Was Successfully Charged The Same Day Then 2 Days Later I Was Charged An Honouring Fee Of The Same Debit Order And Sadly Cannot Do Anything About It And Many Of Us Have Complained About The Same  Issue.
2022-12-24 11:24:34+00:00,StandardBankZA,"@ThandivMqwathi That's lovely, Veronica 😊. Are you and your siblings planning anything special? ✨ #HowAboutNowSummer"
2022-12-24 11:23:30+00:00,StandardBankZA,"@Makwande__ Ah Mtase, akukho lula ngolo hlobo. 😅 Kodwa enkosi for being our loyal client. 🙂 Siyakuxabisa 💙"
2022-12-24 11:21:38+00:00,StandardBankZA,"@HappinessMart11 We see you, Happiness 😋. Will you be the one hosting the family braai in your backyard this summer? 💃 #HowAboutNowSummer"
2022-12-24 11:18:01+00:00,StandardBankZA,"@mfundo_st That's the perfect summer combination, Thobeka 😉. Are you planning anything special for the summer? 💙 #HowAboutNowSummer"
2022-12-24 11:16:58+00:00,Makwande__,@StandardBankZA Bendicinga uphiwa for being a loyal client 😭 +/- 20 years yonke 🤗
2022-12-24 11:13:24+00:00,StandardBankZA,@Makwande__ Ngaba awukhangeli mboleko?
2022-12-24 11:09:38+00:00,StandardBankZA,"@Sbudaah08 We've got you covered this summer, Sbudaah 😉. What are some of the things you plan to do this festive? 🌞 #HowAboutNowSummer"
2022-12-24 11:08:27+00:00,Makwande__,@StandardBankZA 🤣🤣🤣🤣 uyavuya
2022-12-24 10:59:53+00:00,GilsonFearne,@kelvin_watt @ss_schools @StandardBankZA The golden voice of @ss_schools podcasts!
2022-12-24 10:55:23+00:00,StandardBankZA,@futuremotaung1 Thank you for confirming. Please may you DM us your ID number and contact details for us to assist you.
2022-12-24 10:54:10+00:00,Toolz_Shabangu,@MichaelBucwa @StandardBankZA Has to be*
2022-12-24 10:53:41+00:00,Toolz_Shabangu,@MichaelBucwa Had to be @StandardBankZA. Very intuitive and with simple front end features. 👌🏽
2022-12-24 10:53:30+00:00,StandardBankZA,@Makwande__ Ungajonga ukuba you qualify for a loan by clicking on the link below mtase. 🙂https://t.co/hyCJKX2pEU
2022-12-24 10:53:03+00:00,Ofentse06642146,@malose_lml @RunningWithTum1 @TotalsportsSA @cg_nedbank @Ndumie_Mcyong @StandardBankZA @tumisole Well executed Malose 🏃‍♂️💪🏾👍🏾🇿🇦
2022-12-24 10:52:21+00:00,StandardBankZA,"@MthapeloSidney Thapelo, we have responded to your direct message."
2022-12-24 10:38:45+00:00,PatriciaLehle,"@Nedbank @StandardBankZA less cash being dispensed biometric digital fans, #socialcredits  #Agenda2030"
2022-12-24 10:35:41+00:00,futuremotaung1,@StandardBankZA @nthabiseng_teme Y'all could help me access my app went to south gate branch
2022-12-24 10:35:21+00:00,StandardBankZA,"@zaki_mab Hi Zaki.We have seen your tweet, and this does not sound good. In order for us to better help you, kindly provide additional details regarding your matter along with your ID and contact information so we may investigate further."
2022-12-24 10:32:19+00:00,Makwande__,@StandardBankZA Khanindiphe imali 😩😃🙏🏾😅
2022-12-24 10:30:54+00:00,StandardBankZA,@Nonyane_Kamo Thank you Kamo💙. Have a blessed Christmas weekend.
2022-12-24 10:30:29+00:00,PjMokoena31,@CyrilRamaphosa whatever u do to him and do to him his work don't need white ppl book to tell SA what he did SA can see what he did @PieterDuToit @StandardBankZA @SowetanLIVE @NPA_Prosecutes @News24 @iamSivN https://t.co/94szCoyuey
2022-12-24 10:30:13+00:00,zaki_mab,@StandardBankZA I've had the worst experience with you guys these past 3 months; and the fact that I'm being transferred from one department to the other instead of getting these issues resolved is really frustrating. Why are guys doing this?
2022-12-24 10:23:05+00:00,Sbudaah08,@StandardBankZA 😭💔🙏🎄🎁
2022-12-24 10:19:59+00:00,StandardBankZA,@Makwande__ 🤗
2022-12-24 10:19:13+00:00,StandardBankZA,@Makwande__ Thank you for the shout-out Ziphozethu. We wish you a blessed Christmas weekend😊
2022-12-24 10:09:45+00:00,StandardBankZA,"@Zizi_MacG Hi there, this is not what we want to hear. Sounds like you are not happy with our services and we would like to rectify that. Please DM us your query and we will assist."
2022-12-24 09:52:52+00:00,Makwande__,@MichaelBucwa @StandardBankZA has never let me down
2022-12-24 09:46:11+00:00,Zizi_MacG,Can ya'll recommend a reliable bank. I honestly thought @StandardBankZA will do better! 😏
2022-12-24 09:39:15+00:00,Nestahonest,@StandardBankZA @_total_stranger Google Wallet is amazing no disappointment.
2022-12-24 09:37:18+00:00,Nestahonest,@MichaelBucwa @StandardBankZA
2022-12-24 09:11:55+00:00,StandardBankZA,@CarparachieO Thank you for choosing us 💙💙.
2022-12-24 09:04:40+00:00,Abulele_G,"@nthabiseng_teme @MichaelBucwa @StandardBankZA This also happened to me a few weeks back, all of a sudden the OTP was sent to my old number that time I updated them with my new number back in June, but I went to the branch again last week Saturday and it's all sorted now"
2022-12-24 09:02:55+00:00,CarparachieO,@MichaelBucwa @StandardBankZA for sure
2022-12-24 08:59:28+00:00,StandardBankZA,"@BongzJust Hi Bongz, we wouldn't want to lose our family. Kindly slide us a DM so we can further engage."
2022-12-24 08:54:17+00:00,inspirEd_2win,@StandardBankZA Cut cut is the customer rewards budget blown🤣?
2022-12-24 08:48:40+00:00,StandardBankZA,@sivgreyson Thank you Fam 🤗.
2022-12-24 08:47:16+00:00,kutulips,@StandardBankZA Yes
2022-12-24 08:45:24+00:00,sivgreyson,@StandardBankZA Ugh I just know I’m gonna love y’all 💙
2022-12-24 08:42:43+00:00,BongzJust,@MichaelBucwa @ChrisExcel102 I have a @StandardBankZA and recently switched to @FNBSA ……damn @FNBSA is unmatched…..@StandardBankZA really hurt me cause I opened my student account and they totally downplayed their charges and now I can’t even deposit money into my @StandardBankZA account
2022-12-24 08:36:38+00:00,StandardBankZA,"@Sipiwo_SA Hi Sipiwo, thanks for getting in touch with us today. You certainly do not have to carry your wallet with you everywhere. For your convenience, simply link your card on Apple, Samsung, Garmin or Fitbit pay."
2022-12-24 08:34:40+00:00,StandardBankZA,@dpalesa_64 Thank you for choosing us 💙💙💙.
2022-12-24 08:34:24+00:00,sandile07597191,@MichaelBucwa @StandardBankZA we moooove
2022-12-24 08:33:15+00:00,StandardBankZA,@Sipiwo_SA We hear you Sipiwo. Our technical team is working on this.
2022-12-24 08:30:08+00:00,StandardBankZA,@mbali_enhleeee We appreciate you Mbalentle 💙. We are always enhancing our application to best suit your needs. Please check out all our exiting features by visiting us at: https://t.co/aA8NP952fe
2022-12-24 08:25:31+00:00,Suenay9,@sa_lottery @FNBSA @CapitecBankSA @StandardBankZA @tymebankza How do we know if we won how long does it take for the  bank to inform uu won hai ngeke we playing alot bt neve win mre than R20
2022-12-24 08:23:40+00:00,Matsobane_88,@malose_lml @RunningWithTum1 @TotalsportsSA @cg_nedbank @Ndumie_Mcyong @StandardBankZA @tumisole Nice one Warra 👌👌👌
2022-12-24 08:18:42+00:00,mbali_enhleeee,@MichaelBucwa Definitely @StandardBankZA 😩👍🏽
2022-12-24 08:14:37+00:00,StandardBankZA,"@sivgreyson Welcome to our Family Siv 💙, we take care of our Fam and always a chat away should you need us. Trust that you've registered onto the banking App and Internet banking platforms to enjoy banking at your own time 😉."
2022-12-24 08:11:07+00:00,dpalesa_64,@MichaelBucwa @StandardBankZA best App and very convenient
2022-12-24 08:10:34+00:00,Sipiwo_SA,@Lm10Shaka @MichaelBucwa This for you @StandardBankZA we need this
2022-12-24 08:10:02+00:00,Sipiwo_SA,"@StandardBankZA @ShaunTumelo1 @StandardBankZA When are we going to pay using scan in our cellphones or app like @AbsaSouthAfrica is doing, we tired of having to carry walets around or have to withdraw money, introduce scan to pay to make our lives easier please tuu"
2022-12-24 08:09:40+00:00,sivgreyson,@congomuffin @FNBSA @StandardBankZA https://t.co/OwbH7whH21
2022-12-24 08:02:56+00:00,sivgreyson,@congomuffin @FNBSA @StandardBankZA i’m afraid it’s too late. i’m official a Standard Bank boy 😭😂
2022-12-24 07:59:19+00:00,Leza_Magaga,"@MichaelBucwa @CapitecBankSA and @StandardBankZA ♥️♥️♥️♥️
To the moon and back ke bolovey"
2022-12-24 07:56:59+00:00,xolani922,@StandardBankZA #HowAboutNowSummer
2022-12-24 07:54:50+00:00,SwidiLami,"@StandardBankZA 🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺🕺
@StandardBankZA #howaboutnowsummer"
2022-12-24 07:35:27+00:00,StandardBankZA,@inspirEd_2win Siku sete nge'Loan mtase'khaya 😊
2022-12-24 07:26:47+00:00,LennyZee_Mmenu,@StandardBankZA 👟 ✈️ #HowAboutNowSummer
2022-12-24 07:23:55+00:00,inspirEd_2win,"@StandardBankZA Faka phela imali ye Christmas, 😆😆😆@StandardBankZA"
2022-12-24 07:11:16+00:00,9090Offices,@sa_lottery @FNBSA @CapitecBankSA @StandardBankZA @tymebankza How do I know I'm a winner?
2022-12-24 06:53:34+00:00,Dr_Robertz,@StandardBankZA 🛋📚
2022-12-24 06:53:32+00:00,malose_lml,@meriri @RunningWithTum1 @TotalsportsSA @cg_nedbank @Ndumie_Mcyong @StandardBankZA @tumisole Thank you champ 🙏🏾
2022-12-24 06:51:54+00:00,malose_lml,@mavie76 @RunningWithTum1 @TotalsportsSA @cg_nedbank @Ndumie_Mcyong @StandardBankZA @tumisole Thank you my friend
2022-12-24 06:51:30+00:00,malose_lml,@MrThobaniMkhize @RunningWithTum1 @TotalsportsSA @cg_nedbank @Ndumie_Mcyong @StandardBankZA @tumisole Thank you champ 🙏🏾
2022-12-24 06:50:42+00:00,malose_lml,@meriri @RunningWithTum1 @TotalsportsSA @cg_nedbank @Ndumie_Mcyong @StandardBankZA @tumisole Thanks champ 🙏🏾
2022-12-24 06:49:41+00:00,malose_lml,@CaThiii_M @RunningWithTum1 @TotalsportsSA @cg_nedbank @Ndumie_Mcyong @StandardBankZA @tumisole Thank you champ 🙏🏾
2022-12-24 06:43:27+00:00,StandardBankZA,@moruwl We are on it @moruwl. Please look out for our response via DM.
2022-12-24 06:29:08+00:00,StandardBankZA,@inspirEd_2win You appreciate you Ed. 💙💙💙
2022-12-24 06:21:28+00:00,StandardBankZA,@Mokonei We are glad you are sorted Itumeleng 💙💙.
2022-12-24 06:15:39+00:00,StandardBankZA,@JosephShadung1 Thank you for giving us a hands up Madimetja 💙💙.
2022-12-24 06:01:47+00:00,CaThiii_M,@malose_lml @RunningWithTum1 @TotalsportsSA @cg_nedbank @Ndumie_Mcyong @StandardBankZA @tumisole Well done champ 👏🏾
2022-12-24 05:56:28+00:00,meriri,@malose_lml @RunningWithTum1 @TotalsportsSA @cg_nedbank @Ndumie_Mcyong @StandardBankZA @tumisole Well done champ Malose 👏🏽👏🏽
2022-12-24 05:49:03+00:00,inspirEd_2win,@MichaelBucwa @StandardBankZA you will never go wrong. Been using them for over 10 years.
2022-12-24 05:41:13+00:00,MrThobaniMkhize,@malose_lml @RunningWithTum1 @TotalsportsSA @cg_nedbank @Ndumie_Mcyong @StandardBankZA @tumisole Nice one champ ✔️
2022-12-24 05:34:07+00:00,khosismom,"@StandardBankZA Makro, Food lovers etc #howaboutnowsummer"
2022-12-24 05:20:56+00:00,mavie76,@malose_lml @RunningWithTum1 @TotalsportsSA @cg_nedbank @Ndumie_Mcyong @StandardBankZA @tumisole Great run Malose 😊👊🏻👏🏻well done
2022-12-24 05:12:22+00:00,malose_lml,"Nagana fela ba re you're not from Limpopo ai ai ai ngeke guyzini
#TotalSportsRunyoursummer
#FetchYourBody2022
#runninwithtumisole
#HearHervoice
#BeInspired
#IPaintedMyRun
#IChoose2BeActive
@RunningWithTum1 @TotalsportsSA @cg_nedbank @Ndumie_Mcyong @StandardBankZA @tumisole https://t.co/j69bXCpOWy"
2022-12-24 05:03:16+00:00,Mokonei,@StandardBankZA My banker come through for me✊🏿. Thanks.
2022-12-24 04:29:23+00:00,bassieMatrose1,@StandardBankZA #HowAboutNowSummer
2022-12-24 04:08:53+00:00,diloana_sakkie,@MichaelBucwa @StandardBankZA ❤️❤️❤️
2022-12-24 03:38:16+00:00,JosephShadung1,@MichaelBucwa I'm using @StandardBankZA and I'm so happy with the App. Undisputed
2022-12-24 02:51:56+00:00,AnkerPenelope,@StandardBankZA ✈️ #HowAboutNowSummer
2022-12-23 23:39:09+00:00,StandardBankZA,"@Flynn2L Hi there, thanks for reaching out. Please give our Liberty team a call on 011 255 6700 to have a look into the matter for you."
2022-12-23 23:07:43+00:00,StandardBankZA,@NdinguLucree Thanks for the update 👍💙
2022-12-23 22:58:56+00:00,Flynn2L,"@StandardBankZA @Liberty hasn't performed in advising me that they will actually pay the 7.5% increase, due on my Pension payable on 03/01/2023. Do I go back to my Broker? Leaving Liberty a message on Whatsapp is a waste of effort. Kindly assist."
2022-12-23 22:27:10+00:00,Tanya43884383,@StandardBankZA 🍕💅💇‍♀️👨‍👩‍👧👨‍👨‍👦‍👦#HowAboutNowSummer
2022-12-23 22:26:52+00:00,InnocentSishi,@Rato04 @FNBSA @StandardBankZA @CapitecBankSA @CheckersSA @PicknPay The cashiers some how feels like we request this money from their salaries. 🚮
2022-12-23 22:09:44+00:00,MakwidiB,@MichaelBucwa @StandardBankZA  ❤️❤️❤️❤️❤️
2022-12-23 22:02:14+00:00,MacHentsi,"@StandardBankZA ndwe ke masepa fela, ya'll should discontinue this. It's offline half the time! It's number 2 after loadshedding. We loosing money. https://t.co/QpWPtKKXM1"
2022-12-23 21:23:04+00:00,Sabie1985,@StandardBankZA Definitely
2022-12-23 21:22:21+00:00,mofumahadi_K,@sbu15072252 @MichaelBucwa @StandardBankZA @capitec Nedbank once charged 100 and something because YouTube music found less than what they deduct. Everyday YouTube tried so deduct and I'm was charged R8 for every failed deduction.
2022-12-23 21:14:04+00:00,The_Gang23,@TUMI02GP @CapitecBankSA @StandardBankZA @CapitecBankSA i still want you to reverse the decision you took over my mom’s account. He have and had all the evidence submitted to you. You must fix this. @TUMI02GP case is opening a sore wound. @CapitecBankSA pay back my mom’s money NOW!!!
2022-12-23 21:12:49+00:00,njabuloqathatha,"@StandardBankZA Bought myself new sandals for Christmas to dance to thr beat of an Instant Money sms beep. 🕺🕺🕺
#HowAboutNowSummer https://t.co/fXxf1vIK4t"
2022-12-23 21:10:18+00:00,The_Gang23,"@TUMI02GP @CapitecBankSA @StandardBankZA The worst part is that @CapitecBankSA never wanted to speak with me (because I’m not the account holder, which I understand), but my mom is an elderly person the reason I got involved is because they were taking her for a poes. A simple case of fraud was turned to nothing"
2022-12-23 21:05:53+00:00,The_Gang23,@TUMI02GP @CapitecBankSA @StandardBankZA @CapitecBankSA must be happy or lucky we don’t have money for a consumer protection lawyer because we would’ve gone to one instead of the shit flawed procedures and processes they took us through. My mom’s phone/app was cloned 😭 Fuck @CapitecBankSA you will one day pay
2022-12-23 21:02:57+00:00,The_Gang23,"@TUMI02GP @CapitecBankSA @StandardBankZA My mom is still paying around 3k to @CapitecBankSA on what she never benefited on. We even to @CapitecBankSA that the same thing was done to my mom’s @StandardBankZA account but STD bank paid. We then went to the banks ombudsman, they also couldn’t help."
2022-12-23 21:00:13+00:00,The_Gang23,@TUMI02GP @CapitecBankSA @StandardBankZA Time was not on our side my mom had to agree to pay back the 100k she never used that was defrauded from her @CapitecBankSA account by @CapitecBankSA friends consultants. That week we were burying my twin brother. @CapitecBankSA is shit.
2022-12-23 20:56:46+00:00,The_Gang23,"@TUMI02GP @CapitecBankSA @StandardBankZA @CapitecBankSA still didn’t refund, with @StandardBankZA my mom submitted the same affidavit as Capitec because she was defrauded on both her accounts. I got involved so Capitec said they will investigate the matter again. After that investigation my mom was still found at fault"
2022-12-23 20:54:26+00:00,The_Gang23,@TUMI02GP @CapitecBankSA Of the transactions that were taking place on her account. We opened a case at the PTA police station @CapitecBankSA still didn’t accept that. The funny thing is that my mother had the same thing happen to her on her @StandardBankZA account. Within a week STD Bank refunded her.
2022-12-23 20:32:16+00:00,Ngibzet18,"@MichaelBucwa 1st one @tymebankza
Second one @CapitecBankSA I'm also banking with standard bank business account app is mostly offline or just slow @StandardBankZA and it is just basic nothing interesting"
2022-12-23 20:31:20+00:00,MTsetla,@StandardBankZA Any store
2022-12-23 20:04:13+00:00,burtonabrahams,@StandardBankZA All the way to the Mother City #CapeTown📍🥂
2022-12-23 19:46:07+00:00,Tshepo77692114,@TUMI02GP @CapitecBankSA Phakama @StandardBankZA  we are coming in numbers
2022-12-23 19:37:38+00:00,Pyzozo85,@phyblo @StandardBankZA @HuaweiZA 😊😊
2022-12-23 19:23:46+00:00,zeenie123,@StandardBankZA Don't eat takeouts
2022-12-23 19:20:55+00:00,SirAtom13,"@StandardBankZA Thanks, I’ll google that virtual assist"
2022-12-23 19:16:45+00:00,pacsmahamotsa,@MichaelBucwa @StandardBankZA 🤞🏽
2022-12-23 19:15:46+00:00,SbuleloCetywayo,"@StandardBankZA @ShaunTumelo1 Hai uyaniqhatha, yoh le bhanki yenu ndayiqala ndisese high school (early 2k) ngk ndina 11 years ndiphangela kodwa ndisayisebenzisa 🚮 makalinde nge 31st ka December uzobona yena🚮💔"
2022-12-23 19:03:59+00:00,Pally_Em,@StandardBankZA is this possible?
2022-12-23 19:01:37+00:00,Veeplaas1,"@PlaasTv het weereens vir interessante kykstof gesorg hierdie Desember en vandag is #kykweervrydag. Hier is ’n opsomming van die episodes sover: https://t.co/sKOoUq6BOt
@BKBLtd @Elanco @StandardBankZA @MilkMpo @Nedbank @StellenboschUni @potatoes_za 
#JonssonWorkwear #Chemunique https://t.co/qvN9JaXcse"
2022-12-23 19:01:37+00:00,AgriOrbit,"@PlaasTv het weereens vir interessante kykstof gesorg hierdie Desember en vandag is #kykweervrydag. Hier is ’n opsomming van die episodes sover: https://t.co/VabAILWV3L
@BKBLtd @Elanco @StandardBankZA @MilkMpo @Nedbank @StellenboschUni @potatoes_za 
#JonssonWorkwear #Chemunique https://t.co/idCBg0glrr"
2022-12-23 19:00:57+00:00,Luyanda_Lu32,@StandardBankZA @ShaunTumelo1 Wish my bank could say the same 😢
2022-12-23 18:49:21+00:00,meriri,@phyblo @StandardBankZA @HuaweiZA Well done champ Kholofelo 👏🏽👏🏽
2022-12-23 18:40:12+00:00,StandardBankZA,"@kea_kins Please DM us your ID/passport number, contact number and email address so our team can have a look into the matter."
2022-12-23 18:38:00+00:00,StandardBankZA,"@XolaniN77686290 Hello Xolani, thanks for reaching out. Sorry to hear about your experience. Please DM us your ID number and contact number so our team can have a look into the matter."
2022-12-23 18:37:22+00:00,VuoLu2li,@sandile_gqoboka @StandardBankZA @ShaunTumelo1 Mna still with them ever since I was a student
2022-12-23 18:30:42+00:00,XolaniN77686290,"@StandardBankZA I moved my current acc after I got stranded 6hrs from home. Your ATM reduced my balance without the money coming out.

Now you've debited my acc days before I get paid, after I called in to ask you not to.

Are you doing this bec there are no consequences for you?"
2022-12-23 18:25:49+00:00,YOLI93_,"@StandardBankZA I was. Too bad, budget ain't budgeting. I wanted to take him to the Two Ocean Aquarium in Waterfront. #HowAboutNowSummer #ItCanBe 💙"
2022-12-23 18:25:36+00:00,NdinguLucree,"@StandardBankZA I had an error message saying there's limited functionality during the day, I was unable to load money onto my virtual card, senems sorted now"
2022-12-23 18:14:32+00:00,phyblo,@kaola23 @StandardBankZA @HuaweiZA Thank you Kaola
2022-12-23 18:14:05+00:00,phyblo,@vregarSA @StandardBankZA @HuaweiZA Thank you Vusi
2022-12-23 18:13:43+00:00,phyblo,@MalokaMatlhatsi @StandardBankZA @HuaweiZA Thank you B
